Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp,category
6h_1_cleared__results_cell_1.npz,ORFN,8,Untreated,348,336,6,2,R6,Mid
6h_1_cleared__results_cell_10.npz,ORFN,8,Untreated,1422,1337,41,2.073170731707317,R6,Mid
6h_1_cleared__results_cell_11.npz,ORFN,8,Untreated,2168,1973,82,2.3780487804878048,R6,Mid
6h_1_cleared__results_cell_12.npz,ORFN,8,Untreated,1583,1563,10,2,R6,Mid
6h_1_cleared__results_cell_13.npz,ORFN,8,Untreated,88,88,0,0,R6,Low
6h_1_cleared__results_cell_14.npz,ORFN,8,Untreated,3879,3626,96,2.6354166666666665,R6,Mid
6h_1_cleared__results_cell_15.npz,ORFN,8,Untreated,5515,4695,259,3.166023166023166,R6,Mid
6h_1_cleared__results_cell_16.npz,ORFN,8,Untreated,1911,1772,40,3.475,R6,Mid
6h_1_cleared__results_cell_17.npz,ORFN,8,Untreated,4623,4071,207,2.6666666666666665,R6,Mid
6h_1_cleared__results_cell_18.npz,ORFN,8,Untreated,442,414,12,2.3333333333333335,R6,Mid
6h_1_cleared__results_cell_19.npz,ORFN,8,Untreated,216,208,4,2,R6,Low
6h_1_cleared__results_cell_2.npz,ORFN,8,Untreated,315,308,3,2.3333333333333335,R6,Mid
6h_1_cleared__results_cell_20.npz,ORFN,8,Untreated,387,360,12,2.25,R6,Mid
6h_1_cleared__results_cell_21.npz,ORFN,8,Untreated,510,494,8,2,R6,Mid
6h_1_cleared__results_cell_22.npz,ORFN,8,Untreated,260,255,2,2.5,R6,Low
6h_1_cleared__results_cell_23.npz,ORFN,8,Untreated,5,5,0,0,R6,Low
6h_1_cleared__results_cell_3.npz,ORFN,8,Untreated,645,606,18,2.1666666666666665,R6,Mid
6h_1_cleared__results_cell_4.npz,ORFN,8,Untreated,374,362,6,2,R6,Mid
6h_1_cleared__results_cell_5.npz,ORFN,8,Untreated,489,475,7,2,R6,Mid
6h_1_cleared__results_cell_6.npz,ORFN,8,Untreated,94,92,1,2,R6,Low
6h_1_cleared__results_cell_7.npz,ORFN,8,Untreated,2688,2553,57,2.3684210526315788,R6,Mid
6h_1_cleared__results_cell_8.npz,ORFN,8,Untreated,728,692,16,2.25,R6,Mid
6h_1_cleared__results_cell_9.npz,ORFN,8,Untreated,588,549,17,2.2941176470588234,R6,Mid
6h_1_cleared__results_cell_0.npz,gRNA,8,Untreated,46,37,2,4.5,R6,Low
6h_1_cleared__results_cell_1.npz,gRNA,8,Untreated,57,38,4,4.75,R6,Low
6h_1_cleared__results_cell_10.npz,gRNA,8,Untreated,132,106,10,2.6,R6,Mid
6h_1_cleared__results_cell_11.npz,gRNA,8,Untreated,125,87,10,3.8,R6,Mid
6h_1_cleared__results_cell_12.npz,gRNA,8,Untreated,246,239,3,2.3333333333333335,R6,Mid
6h_1_cleared__results_cell_13.npz,gRNA,8,Untreated,50,46,2,2,R6,Low
6h_1_cleared__results_cell_14.npz,gRNA,8,Untreated,711,538,47,3.6808510638297873,R6,Mid
6h_1_cleared__results_cell_15.npz,gRNA,8,Untreated,296,178,29,4.068965517241379,R6,Mid
6h_1_cleared__results_cell_16.npz,gRNA,8,Untreated,134,127,3,2.3333333333333335,R6,Mid
6h_1_cleared__results_cell_17.npz,gRNA,8,Untreated,179,136,14,3.0714285714285716,R6,Mid
6h_1_cleared__results_cell_18.npz,gRNA,8,Untreated,42,25,8,2.125,R6,Low
6h_1_cleared__results_cell_19.npz,gRNA,8,Untreated,24,19,2,2.5,R6,Low
6h_1_cleared__results_cell_2.npz,gRNA,8,Untreated,19,19,0,0,R6,Low
6h_1_cleared__results_cell_20.npz,gRNA,8,Untreated,6,6,0,0,R6,Low
6h_1_cleared__results_cell_21.npz,gRNA,8,Untreated,34,29,2,2.5,R6,Low
6h_1_cleared__results_cell_22.npz,gRNA,8,Untreated,7,7,0,0,R6,Low
6h_1_cleared__results_cell_23.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_1_cleared__results_cell_3.npz,gRNA,8,Untreated,94,70,6,4,R6,Low
6h_1_cleared__results_cell_4.npz,gRNA,8,Untreated,23,18,1,5,R6,Low
6h_1_cleared__results_cell_5.npz,gRNA,8,Untreated,89,78,3,3.6666666666666665,R6,Low
6h_1_cleared__results_cell_6.npz,gRNA,8,Untreated,17,11,2,3,R6,Low
6h_1_cleared__results_cell_7.npz,gRNA,8,Untreated,544,420,35,3.5428571428571427,R6,Mid
6h_1_cleared__results_cell_8.npz,gRNA,8,Untreated,115,98,6,2.8333333333333335,R6,Mid
6h_1_cleared__results_cell_9.npz,gRNA,8,Untreated,169,115,15,3.6,R6,Mid
6h_20_cleared__results_cell_0.npz,ORFN,8,Untreated,0,0,0,0,R6,Low
6h_20_cleared__results_cell_1.npz,ORFN,8,Untreated,52,44,2,4,R6,Low
6h_20_cleared__results_cell_10.npz,ORFN,8,Untreated,107,103,2,2,R6,Low
6h_20_cleared__results_cell_11.npz,ORFN,8,Untreated,3,3,0,0,R6,Low
6h_20_cleared__results_cell_2.npz,ORFN,8,Untreated,606,571,17,2.0588235294117645,R6,Mid
6h_20_cleared__results_cell_3.npz,ORFN,8,Untreated,16,16,0,0,R6,Low
6h_20_cleared__results_cell_4.npz,ORFN,8,Untreated,840,750,36,2.5,R6,Mid
6h_20_cleared__results_cell_5.npz,ORFN,8,Untreated,13,13,0,0,R6,Low
6h_20_cleared__results_cell_6.npz,ORFN,8,Untreated,39,39,0,0,R6,Low
6h_20_cleared__results_cell_7.npz,ORFN,8,Untreated,185,173,6,2,R6,Low
6h_20_cleared__results_cell_8.npz,ORFN,8,Untreated,49,49,0,0,R6,Low
6h_20_cleared__results_cell_9.npz,ORFN,8,Untreated,471,447,10,2.4,R6,Mid
6h_20_cleared__results_cell_0.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_20_cleared__results_cell_1.npz,gRNA,8,Untreated,6,3,1,3,R6,Low
6h_20_cleared__results_cell_10.npz,gRNA,8,Untreated,91,86,2,2.5,R6,Low
6h_20_cleared__results_cell_11.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_20_cleared__results_cell_2.npz,gRNA,8,Untreated,93,84,4,2.25,R6,Low
6h_20_cleared__results_cell_3.npz,gRNA,8,Untreated,5,3,1,2,R6,Low
6h_20_cleared__results_cell_4.npz,gRNA,8,Untreated,190,142,20,2.4,R6,Mid
6h_20_cleared__results_cell_5.npz,gRNA,8,Untreated,5,3,1,2,R6,Low
6h_20_cleared__results_cell_6.npz,gRNA,8,Untreated,54,54,0,0,R6,Low
6h_20_cleared__results_cell_7.npz,gRNA,8,Untreated,21,19,1,2,R6,Low
6h_20_cleared__results_cell_8.npz,gRNA,8,Untreated,152,107,2,22.5,R6,Mid
6h_20_cleared__results_cell_9.npz,gRNA,8,Untreated,129,99,10,3,R6,Mid
6h_21_cleared__results_cell_0.npz,ORFN,8,Untreated,26,24,1,2,R6,Low
6h_21_cleared__results_cell_1.npz,ORFN,8,Untreated,346,315,13,2.3846153846153846,R6,Mid
6h_21_cleared__results_cell_10.npz,ORFN,8,Untreated,125,115,5,2,R6,Low
6h_21_cleared__results_cell_2.npz,ORFN,8,Untreated,237,213,12,2,R6,Low
6h_21_cleared__results_cell_3.npz,ORFN,8,Untreated,99,99,0,0,R6,Low
6h_21_cleared__results_cell_4.npz,ORFN,8,Untreated,681,622,26,2.269230769230769,R6,Mid
6h_21_cleared__results_cell_5.npz,ORFN,8,Untreated,75,69,3,2,R6,Low
6h_21_cleared__results_cell_6.npz,ORFN,8,Untreated,114,106,4,2,R6,Low
6h_21_cleared__results_cell_7.npz,ORFN,8,Untreated,73,67,2,3,R6,Low
6h_21_cleared__results_cell_8.npz,ORFN,8,Untreated,367,356,5,2.2,R6,Mid
6h_21_cleared__results_cell_9.npz,ORFN,8,Untreated,593,570,11,2.090909090909091,R6,Mid
6h_21_cleared__results_cell_0.npz,gRNA,8,Untreated,2,2,0,0,R6,Low
6h_21_cleared__results_cell_1.npz,gRNA,8,Untreated,35,27,1,8,R6,Low
6h_21_cleared__results_cell_10.npz,gRNA,8,Untreated,23,20,1,3,R6,Low
6h_21_cleared__results_cell_2.npz,gRNA,8,Untreated,87,56,10,3.1,R6,Low
6h_21_cleared__results_cell_3.npz,gRNA,8,Untreated,72,64,4,2,R6,Low
6h_21_cleared__results_cell_4.npz,gRNA,8,Untreated,104,68,12,3,R6,Mid
6h_21_cleared__results_cell_5.npz,gRNA,8,Untreated,23,21,1,2,R6,Low
6h_21_cleared__results_cell_6.npz,gRNA,8,Untreated,11,7,2,2,R6,Low
6h_21_cleared__results_cell_7.npz,gRNA,8,Untreated,15,10,2,2.5,R6,Low
6h_21_cleared__results_cell_8.npz,gRNA,8,Untreated,40,30,4,2.5,R6,Low
6h_21_cleared__results_cell_9.npz,gRNA,8,Untreated,114,104,5,2,R6,Mid
6h_22_cleared__results_cell_0.npz,ORFN,8,Untreated,2850,2649,98,2.0510204081632653,R6,Mid
6h_22_cleared__results_cell_1.npz,ORFN,8,Untreated,1914,1778,62,2.193548387096774,R6,Mid
6h_22_cleared__results_cell_2.npz,ORFN,8,Untreated,1989,1868,56,2.1607142857142856,R6,Mid
6h_22_cleared__results_cell_3.npz,ORFN,8,Untreated,289,271,9,2,R6,Mid
6h_22_cleared__results_cell_4.npz,ORFN,8,Untreated,13,13,0,0,R6,Low
6h_22_cleared__results_cell_5.npz,ORFN,8,Untreated,751,700,22,2.3181818181818183,R6,Mid
6h_22_cleared__results_cell_0.npz,gRNA,8,Untreated,121,102,9,2.111111111111111,R6,Mid
6h_22_cleared__results_cell_1.npz,gRNA,8,Untreated,163,148,7,2.142857142857143,R6,Mid
6h_22_cleared__results_cell_2.npz,gRNA,8,Untreated,132,113,9,2.111111111111111,R6,Mid
6h_22_cleared__results_cell_3.npz,gRNA,8,Untreated,6,6,0,0,R6,Low
6h_22_cleared__results_cell_4.npz,gRNA,8,Untreated,1,1,0,0,R6,Low
6h_22_cleared__results_cell_5.npz,gRNA,8,Untreated,40,34,3,2,R6,Low
6h_23_cleared__results_cell_0.npz,ORFN,8,Untreated,458,436,10,2.2,R6,Mid
6h_23_cleared__results_cell_1.npz,ORFN,8,Untreated,291,279,6,2,R6,Mid
6h_23_cleared__results_cell_10.npz,ORFN,8,Untreated,588,555,16,2.0625,R6,Mid
6h_23_cleared__results_cell_11.npz,ORFN,8,Untreated,174,157,2,8.5,R6,Low
6h_23_cleared__results_cell_12.npz,ORFN,8,Untreated,4012,3662,131,2.6717557251908395,R6,Mid
6h_23_cleared__results_cell_13.npz,ORFN,8,Untreated,1264,1068,24,8.166666666666666,R6,Mid
6h_23_cleared__results_cell_14.npz,ORFN,8,Untreated,2306,2164,62,2.2903225806451615,R6,Mid
6h_23_cleared__results_cell_15.npz,ORFN,8,Untreated,1128,1072,26,2.1538461538461537,R6,Mid
6h_23_cleared__results_cell_16.npz,ORFN,8,Untreated,913,875,14,2.7142857142857144,R6,Mid
6h_23_cleared__results_cell_17.npz,ORFN,8,Untreated,252,239,5,2.6,R6,Low
6h_23_cleared__results_cell_18.npz,ORFN,8,Untreated,286,274,6,2,R6,Mid
6h_23_cleared__results_cell_19.npz,ORFN,8,Untreated,289,277,6,2,R6,Mid
6h_23_cleared__results_cell_2.npz,ORFN,8,Untreated,653,624,14,2.0714285714285716,R6,Mid
6h_23_cleared__results_cell_20.npz,ORFN,8,Untreated,164,158,3,2,R6,Low
6h_23_cleared__results_cell_21.npz,ORFN,8,Untreated,439,421,9,2,R6,Mid
6h_23_cleared__results_cell_22.npz,ORFN,8,Untreated,876,847,14,2.0714285714285716,R6,Mid
6h_23_cleared__results_cell_23.npz,ORFN,8,Untreated,57,55,1,2,R6,Low
6h_23_cleared__results_cell_3.npz,ORFN,8,Untreated,1620,1530,43,2.0930232558139537,R6,Mid
6h_23_cleared__results_cell_4.npz,ORFN,8,Untreated,2236,2090,70,2.085714285714286,R6,Mid
6h_23_cleared__results_cell_5.npz,ORFN,8,Untreated,3403,3193,92,2.282608695652174,R6,Mid
6h_23_cleared__results_cell_6.npz,ORFN,8,Untreated,2811,2606,100,2.05,R6,Mid
6h_23_cleared__results_cell_7.npz,ORFN,8,Untreated,569,534,13,2.6923076923076925,R6,Mid
6h_23_cleared__results_cell_8.npz,ORFN,8,Untreated,2293,2156,62,2.2096774193548385,R6,Mid
6h_23_cleared__results_cell_9.npz,ORFN,8,Untreated,2218,2065,72,2.125,R6,Mid
6h_23_cleared__results_cell_0.npz,gRNA,8,Untreated,36,25,4,2.75,R6,Low
6h_23_cleared__results_cell_1.npz,gRNA,8,Untreated,29,27,1,2,R6,Low
6h_23_cleared__results_cell_10.npz,gRNA,8,Untreated,6,6,0,0,R6,Low
6h_23_cleared__results_cell_11.npz,gRNA,8,Untreated,82,41,1,41,R6,Low
6h_23_cleared__results_cell_12.npz,gRNA,8,Untreated,518,432,21,4.095238095238095,R6,Mid
6h_23_cleared__results_cell_13.npz,gRNA,8,Untreated,7,7,0,0,R6,Low
6h_23_cleared__results_cell_14.npz,gRNA,8,Untreated,200,130,15,4.666666666666667,R6,Mid
6h_23_cleared__results_cell_15.npz,gRNA,8,Untreated,46,37,4,2.25,R6,Low
6h_23_cleared__results_cell_16.npz,gRNA,8,Untreated,66,44,3,7.333333333333333,R6,Low
6h_23_cleared__results_cell_17.npz,gRNA,8,Untreated,31,21,3,3.3333333333333335,R6,Low
6h_23_cleared__results_cell_18.npz,gRNA,8,Untreated,52,33,6,3.1666666666666665,R6,Low
6h_23_cleared__results_cell_19.npz,gRNA,8,Untreated,7,7,0,0,R6,Low
6h_23_cleared__results_cell_2.npz,gRNA,8,Untreated,31,26,2,2.5,R6,Low
6h_23_cleared__results_cell_20.npz,gRNA,8,Untreated,35,22,4,3.25,R6,Low
6h_23_cleared__results_cell_21.npz,gRNA,8,Untreated,28,22,3,2,R6,Low
6h_23_cleared__results_cell_22.npz,gRNA,8,Untreated,56,41,4,3.75,R6,Low
6h_23_cleared__results_cell_23.npz,gRNA,8,Untreated,1,1,0,0,R6,Low
6h_23_cleared__results_cell_3.npz,gRNA,8,Untreated,71,60,3,3.6666666666666665,R6,Low
6h_23_cleared__results_cell_4.npz,gRNA,8,Untreated,175,125,15,3.3333333333333335,R6,Mid
6h_23_cleared__results_cell_5.npz,gRNA,8,Untreated,351,247,26,4,R6,Mid
6h_23_cleared__results_cell_6.npz,gRNA,8,Untreated,104,97,2,3.5,R6,Mid
6h_23_cleared__results_cell_7.npz,gRNA,8,Untreated,35,24,3,3.6666666666666665,R6,Low
6h_23_cleared__results_cell_8.npz,gRNA,8,Untreated,129,111,7,2.5714285714285716,R6,Mid
6h_23_cleared__results_cell_9.npz,gRNA,8,Untreated,249,186,10,6.3,R6,Mid
6h_24_cleared__results_cell_0.npz,ORFN,8,Untreated,70,68,1,2,R6,Low
6h_24_cleared__results_cell_1.npz,ORFN,8,Untreated,367,360,3,2.3333333333333335,R6,Mid
6h_24_cleared__results_cell_10.npz,ORFN,8,Untreated,616,516,20,5,R6,Mid
6h_24_cleared__results_cell_11.npz,ORFN,8,Untreated,91,87,2,2,R6,Low
6h_24_cleared__results_cell_12.npz,ORFN,8,Untreated,1456,1321,34,3.9705882352941178,R6,Mid
6h_24_cleared__results_cell_13.npz,ORFN,8,Untreated,312,304,4,2,R6,Mid
6h_24_cleared__results_cell_14.npz,ORFN,8,Untreated,1336,1310,13,2,R6,Mid
6h_24_cleared__results_cell_15.npz,ORFN,8,Untreated,624,606,3,6,R6,Mid
6h_24_cleared__results_cell_2.npz,ORFN,8,Untreated,1531,1336,20,9.75,R6,Mid
6h_24_cleared__results_cell_3.npz,ORFN,8,Untreated,5824,5180,97,6.639175257731959,R6,Mid
6h_24_cleared__results_cell_4.npz,ORFN,8,Untreated,4797,4571,104,2.173076923076923,R6,Mid
6h_24_cleared__results_cell_5.npz,ORFN,8,Untreated,13065,11620,397,3.6397984886649875,R6,Mid
6h_24_cleared__results_cell_6.npz,ORFN,8,Untreated,941,872,25,2.76,R6,Mid
6h_24_cleared__results_cell_7.npz,ORFN,8,Untreated,499,476,9,2.5555555555555554,R6,Mid
6h_24_cleared__results_cell_8.npz,ORFN,8,Untreated,866,768,11,8.909090909090908,R6,Mid
6h_24_cleared__results_cell_9.npz,ORFN,8,Untreated,2933,2579,50,7.08,R6,Mid
6h_24_cleared__results_cell_0.npz,gRNA,8,Untreated,1,1,0,0,R6,Low
6h_24_cleared__results_cell_1.npz,gRNA,8,Untreated,6,6,0,0,R6,Low
6h_24_cleared__results_cell_10.npz,gRNA,8,Untreated,1667,1199,198,2.3636363636363638,R6,Mid
6h_24_cleared__results_cell_11.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_24_cleared__results_cell_12.npz,gRNA,8,Untreated,55,44,5,2.2,R6,Low
6h_24_cleared__results_cell_13.npz,gRNA,8,Untreated,29,23,3,2,R6,Low
6h_24_cleared__results_cell_14.npz,gRNA,8,Untreated,42,38,2,2,R6,Low
6h_24_cleared__results_cell_15.npz,gRNA,8,Untreated,44,28,3,5.333333333333333,R6,Low
6h_24_cleared__results_cell_2.npz,gRNA,8,Untreated,50,44,2,3,R6,Low
6h_24_cleared__results_cell_3.npz,gRNA,8,Untreated,123,106,8,2.125,R6,Mid
6h_24_cleared__results_cell_4.npz,gRNA,8,Untreated,73,66,3,2.3333333333333335,R6,Low
6h_24_cleared__results_cell_5.npz,gRNA,8,Untreated,434,402,14,2.2857142857142856,R6,Mid
6h_24_cleared__results_cell_6.npz,gRNA,8,Untreated,41,41,0,0,R6,Low
6h_24_cleared__results_cell_7.npz,gRNA,8,Untreated,18,14,2,2,R6,Low
6h_24_cleared__results_cell_8.npz,gRNA,8,Untreated,86,80,2,3,R6,Low
6h_24_cleared__results_cell_9.npz,gRNA,8,Untreated,90,67,7,3.2857142857142856,R6,Low
6h_25_cleared__results_cell_0.npz,ORFN,8,Untreated,1027,862,23,7.173913043478261,R6,Mid
6h_25_cleared__results_cell_1.npz,ORFN,8,Untreated,109,103,2,3,R6,Low
6h_25_cleared__results_cell_10.npz,ORFN,8,Untreated,62,55,3,2.3333333333333335,R6,Low
6h_25_cleared__results_cell_11.npz,ORFN,8,Untreated,2025,1725,18,16.666666666666668,R6,Mid
6h_25_cleared__results_cell_12.npz,ORFN,8,Untreated,387,366,8,2.625,R6,Mid
6h_25_cleared__results_cell_13.npz,ORFN,8,Untreated,2150,1807,24,14.291666666666666,R6,Mid
6h_25_cleared__results_cell_14.npz,ORFN,8,Untreated,78,74,2,2,R6,Low
6h_25_cleared__results_cell_15.npz,ORFN,8,Untreated,400,350,14,3.5714285714285716,R6,Mid
6h_25_cleared__results_cell_16.npz,ORFN,8,Untreated,679,608,23,3.0869565217391304,R6,Mid
6h_25_cleared__results_cell_17.npz,ORFN,8,Untreated,104,96,3,2.6666666666666665,R6,Low
6h_25_cleared__results_cell_18.npz,ORFN,8,Untreated,915,834,30,2.7,R6,Mid
6h_25_cleared__results_cell_19.npz,ORFN,8,Untreated,68,63,2,2.5,R6,Low
6h_25_cleared__results_cell_2.npz,ORFN,8,Untreated,2587,2317,79,3.4177215189873418,R6,Mid
6h_25_cleared__results_cell_20.npz,ORFN,8,Untreated,75,66,3,3,R6,Low
6h_25_cleared__results_cell_3.npz,ORFN,8,Untreated,559,523,14,2.5714285714285716,R6,Mid
6h_25_cleared__results_cell_4.npz,ORFN,8,Untreated,257,249,3,2.6666666666666665,R6,Low
6h_25_cleared__results_cell_5.npz,ORFN,8,Untreated,741,682,22,2.6818181818181817,R6,Mid
6h_25_cleared__results_cell_6.npz,ORFN,8,Untreated,1144,1078,31,2.129032258064516,R6,Mid
6h_25_cleared__results_cell_7.npz,ORFN,8,Untreated,663,591,22,3.272727272727273,R6,Mid
6h_25_cleared__results_cell_8.npz,ORFN,8,Untreated,408,392,6,2.6666666666666665,R6,Mid
6h_25_cleared__results_cell_9.npz,ORFN,8,Untreated,179,176,1,3,R6,Low
6h_25_cleared__results_cell_0.npz,gRNA,8,Untreated,49,43,3,2,R6,Low
6h_25_cleared__results_cell_1.npz,gRNA,8,Untreated,21,14,2,3.5,R6,Low
6h_25_cleared__results_cell_10.npz,gRNA,8,Untreated,3,3,0,0,R6,Low
6h_25_cleared__results_cell_11.npz,gRNA,8,Untreated,225,195,13,2.3076923076923075,R6,Mid
6h_25_cleared__results_cell_12.npz,gRNA,8,Untreated,59,47,4,3,R6,Low
6h_25_cleared__results_cell_13.npz,gRNA,8,Untreated,115,103,5,2.4,R6,Mid
6h_25_cleared__results_cell_14.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_25_cleared__results_cell_15.npz,gRNA,8,Untreated,125,80,10,4.5,R6,Mid
6h_25_cleared__results_cell_16.npz,gRNA,8,Untreated,113,85,8,3.5,R6,Mid
6h_25_cleared__results_cell_17.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_25_cleared__results_cell_18.npz,gRNA,8,Untreated,76,72,2,2,R6,Low
6h_25_cleared__results_cell_19.npz,gRNA,8,Untreated,12,8,2,2,R6,Low
6h_25_cleared__results_cell_2.npz,gRNA,8,Untreated,396,365,15,2.066666666666667,R6,Mid
6h_25_cleared__results_cell_20.npz,gRNA,8,Untreated,13,9,2,2,R6,Low
6h_25_cleared__results_cell_3.npz,gRNA,8,Untreated,96,76,7,2.857142857142857,R6,Low
6h_25_cleared__results_cell_4.npz,gRNA,8,Untreated,12,10,1,2,R6,Low
6h_25_cleared__results_cell_5.npz,gRNA,8,Untreated,173,130,15,2.8666666666666667,R6,Mid
6h_25_cleared__results_cell_6.npz,gRNA,8,Untreated,309,248,22,2.772727272727273,R6,Mid
6h_25_cleared__results_cell_7.npz,gRNA,8,Untreated,128,86,10,4.2,R6,Mid
6h_25_cleared__results_cell_8.npz,gRNA,8,Untreated,116,105,5,2.2,R6,Mid
6h_25_cleared__results_cell_9.npz,gRNA,8,Untreated,48,48,0,0,R6,Low
6h_26_cleared__results_cell_0.npz,ORFN,8,Untreated,3,3,0,0,R6,Low
6h_26_cleared__results_cell_1.npz,ORFN,8,Untreated,315,300,7,2.142857142857143,R6,Mid
6h_26_cleared__results_cell_2.npz,ORFN,8,Untreated,764,725,19,2.0526315789473686,R6,Mid
6h_26_cleared__results_cell_3.npz,ORFN,8,Untreated,140,132,3,2.6666666666666665,R6,Low
6h_26_cleared__results_cell_4.npz,ORFN,8,Untreated,200,188,6,2,R6,Low
6h_26_cleared__results_cell_5.npz,ORFN,8,Untreated,507,466,17,2.411764705882353,R6,Mid
6h_26_cleared__results_cell_6.npz,ORFN,8,Untreated,387,353,12,2.8333333333333335,R6,Mid
6h_26_cleared__results_cell_7.npz,ORFN,8,Untreated,10,10,0,0,R6,Low
6h_26_cleared__results_cell_0.npz,gRNA,8,Untreated,2,2,0,0,R6,Low
6h_26_cleared__results_cell_1.npz,gRNA,8,Untreated,158,121,11,3.3636363636363638,R6,Mid
6h_26_cleared__results_cell_2.npz,gRNA,8,Untreated,393,322,26,2.730769230769231,R6,Mid
6h_26_cleared__results_cell_3.npz,gRNA,8,Untreated,85,71,6,2.3333333333333335,R6,Low
6h_26_cleared__results_cell_4.npz,gRNA,8,Untreated,63,47,5,3.2,R6,Low
6h_26_cleared__results_cell_5.npz,gRNA,8,Untreated,159,112,15,3.1333333333333333,R6,Mid
6h_26_cleared__results_cell_6.npz,gRNA,8,Untreated,102,69,11,3,R6,Mid
6h_26_cleared__results_cell_7.npz,gRNA,8,Untreated,2,2,0,0,R6,Low
6h_27_cleared__results_cell_0.npz,ORFN,8,Untreated,3,3,0,0,R6,Low
6h_27_cleared__results_cell_1.npz,ORFN,8,Untreated,99,87,4,3,R6,Low
6h_27_cleared__results_cell_2.npz,ORFN,8,Untreated,104,100,2,2,R6,Low
6h_27_cleared__results_cell_3.npz,ORFN,8,Untreated,328,313,6,2.5,R6,Mid
6h_27_cleared__results_cell_4.npz,ORFN,8,Untreated,377,336,16,2.5625,R6,Mid
6h_27_cleared__results_cell_5.npz,ORFN,8,Untreated,315,290,9,2.7777777777777777,R6,Mid
6h_27_cleared__results_cell_6.npz,ORFN,8,Untreated,112,108,2,2,R6,Low
6h_27_cleared__results_cell_7.npz,ORFN,8,Untreated,107,98,4,2.25,R6,Low
6h_27_cleared__results_cell_8.npz,ORFN,8,Untreated,73,70,1,3,R6,Low
6h_27_cleared__results_cell_9.npz,ORFN,8,Untreated,47,42,2,2.5,R6,Low
6h_27_cleared__results_cell_0.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_27_cleared__results_cell_1.npz,gRNA,8,Untreated,5,5,0,0,R6,Low
6h_27_cleared__results_cell_2.npz,gRNA,8,Untreated,22,22,0,0,R6,Low
6h_27_cleared__results_cell_3.npz,gRNA,8,Untreated,160,134,9,2.888888888888889,R6,Mid
6h_27_cleared__results_cell_4.npz,gRNA,8,Untreated,114,75,9,4.333333333333333,R6,Mid
6h_27_cleared__results_cell_5.npz,gRNA,8,Untreated,97,80,7,2.4285714285714284,R6,Low
6h_27_cleared__results_cell_6.npz,gRNA,8,Untreated,69,54,3,5,R6,Low
6h_27_cleared__results_cell_7.npz,gRNA,8,Untreated,54,52,1,2,R6,Low
6h_27_cleared__results_cell_8.npz,gRNA,8,Untreated,43,36,3,2.3333333333333335,R6,Low
6h_27_cleared__results_cell_9.npz,gRNA,8,Untreated,4,4,0,0,R6,Low
6h_29_cleared__results_cell_0.npz,ORFN,8,Untreated,104,98,3,2,R6,Low
6h_29_cleared__results_cell_1.npz,ORFN,8,Untreated,0,0,0,0,R6,Low
6h_29_cleared__results_cell_2.npz,ORFN,8,Untreated,117,106,5,2.2,R6,Low
6h_29_cleared__results_cell_3.npz,ORFN,8,Untreated,343,320,9,2.5555555555555554,R6,Mid
6h_29_cleared__results_cell_4.npz,ORFN,8,Untreated,556,514,20,2.1,R6,Mid
6h_29_cleared__results_cell_5.npz,ORFN,8,Untreated,36,34,1,2,R6,Low
6h_29_cleared__results_cell_6.npz,ORFN,8,Untreated,44,44,0,0,R6,Low
6h_29_cleared__results_cell_0.npz,gRNA,8,Untreated,64,50,4,3.5,R6,Low
6h_29_cleared__results_cell_1.npz,gRNA,8,Untreated,0,0,0,0,R6,Low
6h_29_cleared__results_cell_2.npz,gRNA,8,Untreated,26,18,3,2.6666666666666665,R6,Low
6h_29_cleared__results_cell_3.npz,gRNA,8,Untreated,149,125,7,3.4285714285714284,R6,Mid
6h_29_cleared__results_cell_4.npz,gRNA,8,Untreated,102,87,6,2.5,R6,Mid
6h_29_cleared__results_cell_5.npz,gRNA,8,Untreated,24,22,1,2,R6,Low
6h_29_cleared__results_cell_6.npz,gRNA,8,Untreated,7,7,0,0,R6,Low
6h_2_cleared__results_cell_0.npz,ORFN,8,Untreated,1368,1281,43,2.0232558139534884,R6,Mid
6h_2_cleared__results_cell_1.npz,ORFN,8,Untreated,913,845,32,2.125,R6,Mid
6h_2_cleared__results_cell_10.npz,ORFN,8,Untreated,1386,1331,27,2.037037037037037,R6,Mid
6h_2_cleared__results_cell_11.npz,ORFN,8,Untreated,6282,5760,209,2.4976076555023923,R6,Mid
6h_2_cleared__results_cell_12.npz,ORFN,8,Untreated,81,79,1,2,R6,Low
6h_2_cleared__results_cell_13.npz,ORFN,8,Untreated,3864,3658,98,2.1020408163265305,R6,Mid
6h_2_cleared__results_cell_14.npz,ORFN,8,Untreated,18,18,0,0,R6,Low
6h_2_cleared__results_cell_15.npz,ORFN,8,Untreated,1511,1430,33,2.4545454545454546,R6,Mid
6h_2_cleared__results_cell_16.npz,ORFN,8,Untreated,2483,2365,55,2.1454545454545455,R6,Mid
