Label,channel,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite,repeat_exp
6h_23_cleared__results_cell_7.npz,ORFN,8,Untreated,8619,184,13,648.8461538461538,R6
6h_23_cleared__results_cell_8.npz,ORFN,8,Untreated,26152,745,62,409.7903225806452,R6
6h_23_cleared__results_cell_9.npz,ORFN,8,Untreated,41168,700,72,562.0555555555555,R6
6h_23_cleared__results_cell_0.npz,gRNA,8,Untreated,307,25,4,70.5,R6
6h_23_cleared__results_cell_1.npz,gRNA,8,Untreated,148,27,1,121,R6
6h_23_cleared__results_cell_10.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_23_cleared__results_cell_11.npz,gRNA,8,Untreated,212,41,1,171,R6
6h_23_cleared__results_cell_12.npz,gRNA,8,Untreated,1818,432,21,66,R6
6h_23_cleared__results_cell_13.npz,gRNA,8,Untreated,7,7,0,NA,R6
6h_23_cleared__results_cell_14.npz,gRNA,8,Untreated,1230,130,15,73.33333333333333,R6
6h_23_cleared__results_cell_15.npz,gRNA,8,Untreated,343,37,4,76.5,R6
6h_23_cleared__results_cell_16.npz,gRNA,8,Untreated,183,44,3,46.333333333333336,R6
6h_23_cleared__results_cell_17.npz,gRNA,8,Untreated,254,21,3,77.66666666666667,R6
6h_23_cleared__results_cell_18.npz,gRNA,8,Untreated,595,33,6,93.66666666666667,R6
6h_23_cleared__results_cell_19.npz,gRNA,8,Untreated,7,7,0,NA,R6
6h_23_cleared__results_cell_2.npz,gRNA,8,Untreated,110,26,2,42,R6
6h_23_cleared__results_cell_20.npz,gRNA,8,Untreated,529,22,4,126.75,R6
6h_23_cleared__results_cell_21.npz,gRNA,8,Untreated,148,22,3,42,R6
6h_23_cleared__results_cell_22.npz,gRNA,8,Untreated,411,41,4,92.5,R6
6h_23_cleared__results_cell_23.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_23_cleared__results_cell_3.npz,gRNA,8,Untreated,433,60,3,124.33333333333333,R6
6h_23_cleared__results_cell_4.npz,gRNA,8,Untreated,1816,125,15,112.73333333333333,R6
6h_23_cleared__results_cell_5.npz,gRNA,8,Untreated,2322,247,26,79.8076923076923,R6
6h_23_cleared__results_cell_6.npz,gRNA,8,Untreated,339,97,2,121,R6
6h_23_cleared__results_cell_7.npz,gRNA,8,Untreated,463,24,3,146.33333333333334,R6
6h_23_cleared__results_cell_8.npz,gRNA,8,Untreated,760,111,7,92.71428571428571,R6
6h_23_cleared__results_cell_9.npz,gRNA,8,Untreated,1146,186,10,96,R6
6h_24_cleared__results_cell_0.npz,ORFN,8,Untreated,697,25,1,672,R6
6h_24_cleared__results_cell_1.npz,ORFN,8,Untreated,965,134,3,277,R6
6h_24_cleared__results_cell_10.npz,ORFN,8,Untreated,8295,137,20,407.9,R6
6h_24_cleared__results_cell_11.npz,ORFN,8,Untreated,1235,31,2,602,R6
6h_24_cleared__results_cell_12.npz,ORFN,8,Untreated,15974,425,34,457.3235294117647,R6
6h_24_cleared__results_cell_13.npz,ORFN,8,Untreated,2518,112,4,601.5,R6
6h_24_cleared__results_cell_14.npz,ORFN,8,Untreated,5196,488,13,362.15384615384613,R6
6h_24_cleared__results_cell_15.npz,ORFN,8,Untreated,1364,222,3,380.6666666666667,R6
6h_24_cleared__results_cell_2.npz,ORFN,8,Untreated,8767,394,20,418.65,R6
6h_24_cleared__results_cell_3.npz,ORFN,8,Untreated,50595,1596,97,505.1443298969072,R6
6h_24_cleared__results_cell_4.npz,ORFN,8,Untreated,58227,1619,104,544.3076923076923,R6
6h_24_cleared__results_cell_5.npz,ORFN,8,Untreated,289627,3580,397,720.5214105793451,R6
6h_24_cleared__results_cell_6.npz,ORFN,8,Untreated,17155,293,25,674.48,R6
6h_24_cleared__results_cell_7.npz,ORFN,8,Untreated,7347,169,9,797.5555555555555,R6
6h_24_cleared__results_cell_8.npz,ORFN,8,Untreated,3761,235,11,320.54545454545456,R6
6h_24_cleared__results_cell_9.npz,ORFN,8,Untreated,21393,774,50,412.38,R6
6h_24_cleared__results_cell_0.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_24_cleared__results_cell_1.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_24_cleared__results_cell_10.npz,gRNA,8,Untreated,25269,1199,198,121.56565656565657,R6
6h_24_cleared__results_cell_11.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_24_cleared__results_cell_12.npz,gRNA,8,Untreated,1445,44,5,280.2,R6
6h_24_cleared__results_cell_13.npz,gRNA,8,Untreated,687,23,3,221.33333333333334,R6
6h_24_cleared__results_cell_14.npz,gRNA,8,Untreated,463,38,2,212.5,R6
6h_24_cleared__results_cell_15.npz,gRNA,8,Untreated,946,28,3,306,R6
6h_24_cleared__results_cell_2.npz,gRNA,8,Untreated,633,44,2,294.5,R6
6h_24_cleared__results_cell_3.npz,gRNA,8,Untreated,1841,106,8,216.875,R6
6h_24_cleared__results_cell_4.npz,gRNA,8,Untreated,697,66,3,210.33333333333334,R6
6h_24_cleared__results_cell_5.npz,gRNA,8,Untreated,3464,402,14,218.71428571428572,R6
6h_24_cleared__results_cell_6.npz,gRNA,8,Untreated,41,41,0,NA,R6
6h_24_cleared__results_cell_7.npz,gRNA,8,Untreated,259,14,2,122.5,R6
6h_24_cleared__results_cell_8.npz,gRNA,8,Untreated,561,80,2,240.5,R6
6h_24_cleared__results_cell_9.npz,gRNA,8,Untreated,1829,67,7,251.71428571428572,R6
6h_25_cleared__results_cell_0.npz,ORFN,8,Untreated,8049,230,23,339.95652173913044,R6
6h_25_cleared__results_cell_1.npz,ORFN,8,Untreated,685,36,2,324.5,R6
6h_25_cleared__results_cell_10.npz,ORFN,8,Untreated,820,17,3,267.6666666666667,R6
6h_25_cleared__results_cell_11.npz,ORFN,8,Untreated,3744,479,18,181.38888888888889,R6
6h_25_cleared__results_cell_12.npz,ORFN,8,Untreated,3382,128,8,406.75,R6
6h_25_cleared__results_cell_13.npz,ORFN,8,Untreated,8402,484,24,329.9166666666667,R6
6h_25_cleared__results_cell_14.npz,ORFN,8,Untreated,557,26,2,265.5,R6
6h_25_cleared__results_cell_15.npz,ORFN,8,Untreated,4677,104,14,326.64285714285717,R6
6h_25_cleared__results_cell_16.npz,ORFN,8,Untreated,7703,190,23,326.6521739130435,R6
6h_25_cleared__results_cell_17.npz,ORFN,8,Untreated,603,32,3,190.33333333333334,R6
6h_25_cleared__results_cell_18.npz,ORFN,8,Untreated,7264,271,30,233.1,R6
6h_25_cleared__results_cell_19.npz,ORFN,8,Untreated,94,21,2,36.5,R6
6h_25_cleared__results_cell_2.npz,ORFN,8,Untreated,10114,725,79,118.84810126582279,R6
6h_25_cleared__results_cell_20.npz,ORFN,8,Untreated,1260,20,3,413.3333333333333,R6
6h_25_cleared__results_cell_3.npz,ORFN,8,Untreated,4899,179,14,337.14285714285717,R6
6h_25_cleared__results_cell_4.npz,ORFN,8,Untreated,1280,91,3,396.3333333333333,R6
6h_25_cleared__results_cell_5.npz,ORFN,8,Untreated,4913,226,22,213.04545454545453,R6
6h_25_cleared__results_cell_6.npz,ORFN,8,Untreated,7918,374,31,243.3548387096774,R6
6h_25_cleared__results_cell_7.npz,ORFN,8,Untreated,6334,183,22,279.59090909090907,R6
6h_25_cleared__results_cell_8.npz,ORFN,8,Untreated,2202,141,6,343.5,R6
6h_25_cleared__results_cell_9.npz,ORFN,8,Untreated,561,66,1,495,R6
6h_25_cleared__results_cell_0.npz,gRNA,8,Untreated,345,43,3,100.66666666666667,R6
6h_25_cleared__results_cell_1.npz,gRNA,8,Untreated,234,14,2,110,R6
6h_25_cleared__results_cell_10.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_25_cleared__results_cell_11.npz,gRNA,8,Untreated,1461,195,13,97.38461538461539,R6
6h_25_cleared__results_cell_12.npz,gRNA,8,Untreated,899,47,4,213,R6
6h_25_cleared__results_cell_13.npz,gRNA,8,Untreated,683,103,5,116,R6
6h_25_cleared__results_cell_14.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_25_cleared__results_cell_15.npz,gRNA,8,Untreated,1146,80,10,106.6,R6
6h_25_cleared__results_cell_16.npz,gRNA,8,Untreated,1016,85,8,116.375,R6
6h_25_cleared__results_cell_17.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_25_cleared__results_cell_18.npz,gRNA,8,Untreated,364,72,2,146,R6
6h_25_cleared__results_cell_19.npz,gRNA,8,Untreated,77,8,2,34.5,R6
6h_25_cleared__results_cell_2.npz,gRNA,8,Untreated,1760,365,15,93,R6
6h_25_cleared__results_cell_20.npz,gRNA,8,Untreated,281,9,2,136,R6
6h_25_cleared__results_cell_3.npz,gRNA,8,Untreated,974,76,7,128.28571428571428,R6
6h_25_cleared__results_cell_4.npz,gRNA,8,Untreated,28,10,1,18,R6
6h_25_cleared__results_cell_5.npz,gRNA,8,Untreated,1902,130,15,118.13333333333334,R6
6h_25_cleared__results_cell_6.npz,gRNA,8,Untreated,2678,248,22,110.45454545454545,R6
6h_25_cleared__results_cell_7.npz,gRNA,8,Untreated,1050,86,10,96.4,R6
6h_25_cleared__results_cell_8.npz,gRNA,8,Untreated,904,105,5,159.8,R6
6h_25_cleared__results_cell_9.npz,gRNA,8,Untreated,48,48,0,NA,R6
6h_26_cleared__results_cell_0.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_26_cleared__results_cell_1.npz,ORFN,8,Untreated,405,106,7,42.714285714285715,R6
6h_26_cleared__results_cell_2.npz,ORFN,8,Untreated,1156,255,19,47.421052631578945,R6
6h_26_cleared__results_cell_3.npz,ORFN,8,Untreated,91,46,3,15,R6
6h_26_cleared__results_cell_4.npz,ORFN,8,Untreated,412,65,6,57.833333333333336,R6
6h_26_cleared__results_cell_5.npz,ORFN,8,Untreated,911,154,17,44.529411764705884,R6
6h_26_cleared__results_cell_6.npz,ORFN,8,Untreated,923,115,12,67.33333333333333,R6
6h_26_cleared__results_cell_7.npz,ORFN,8,Untreated,4,4,0,NA,R6
6h_26_cleared__results_cell_0.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_26_cleared__results_cell_1.npz,gRNA,8,Untreated,766,121,11,58.63636363636363,R6
6h_26_cleared__results_cell_2.npz,gRNA,8,Untreated,1450,322,26,43.38461538461539,R6
6h_26_cleared__results_cell_3.npz,gRNA,8,Untreated,254,71,6,30.5,R6
6h_26_cleared__results_cell_4.npz,gRNA,8,Untreated,454,47,5,81.4,R6
6h_26_cleared__results_cell_5.npz,gRNA,8,Untreated,998,112,15,59.06666666666667,R6
6h_26_cleared__results_cell_6.npz,gRNA,8,Untreated,756,69,11,62.45454545454545,R6
6h_26_cleared__results_cell_7.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_27_cleared__results_cell_0.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_27_cleared__results_cell_1.npz,ORFN,8,Untreated,178,26,4,38,R6
6h_27_cleared__results_cell_2.npz,ORFN,8,Untreated,173,36,2,68.5,R6
6h_27_cleared__results_cell_3.npz,ORFN,8,Untreated,363,111,6,42,R6
6h_27_cleared__results_cell_4.npz,ORFN,8,Untreated,1232,104,16,70.5,R6
6h_27_cleared__results_cell_5.npz,ORFN,8,Untreated,589,96,9,54.77777777777778,R6
6h_27_cleared__results_cell_6.npz,ORFN,8,Untreated,185,39,2,73,R6
6h_27_cleared__results_cell_7.npz,ORFN,8,Untreated,155,32,4,30.75,R6
6h_27_cleared__results_cell_8.npz,ORFN,8,Untreated,82,25,1,57,R6
6h_27_cleared__results_cell_9.npz,ORFN,8,Untreated,96,13,2,41.5,R6
6h_27_cleared__results_cell_0.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_27_cleared__results_cell_1.npz,gRNA,8,Untreated,5,5,0,NA,R6
6h_27_cleared__results_cell_2.npz,gRNA,8,Untreated,22,22,0,NA,R6
6h_27_cleared__results_cell_3.npz,gRNA,8,Untreated,419,134,9,31.666666666666668,R6
6h_27_cleared__results_cell_4.npz,gRNA,8,Untreated,533,75,9,50.888888888888886,R6
6h_27_cleared__results_cell_5.npz,gRNA,8,Untreated,478,80,7,56.857142857142854,R6
6h_27_cleared__results_cell_6.npz,gRNA,8,Untreated,187,54,3,44.333333333333336,R6
6h_27_cleared__results_cell_7.npz,gRNA,8,Untreated,63,52,1,11,R6
6h_27_cleared__results_cell_8.npz,gRNA,8,Untreated,138,36,3,34,R6
6h_27_cleared__results_cell_9.npz,gRNA,8,Untreated,4,4,0,NA,R6
6h_29_cleared__results_cell_0.npz,ORFN,8,Untreated,153,34,3,39.666666666666664,R6
6h_29_cleared__results_cell_1.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_29_cleared__results_cell_2.npz,ORFN,8,Untreated,204,34,5,34,R6
6h_29_cleared__results_cell_3.npz,ORFN,8,Untreated,453,109,9,38.22222222222222,R6
6h_29_cleared__results_cell_4.npz,ORFN,8,Untreated,1231,172,20,52.95,R6
6h_29_cleared__results_cell_5.npz,ORFN,8,Untreated,47,12,1,35,R6
6h_29_cleared__results_cell_6.npz,ORFN,8,Untreated,17,17,0,NA,R6
6h_29_cleared__results_cell_0.npz,gRNA,8,Untreated,249,50,4,49.75,R6
6h_29_cleared__results_cell_1.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_29_cleared__results_cell_2.npz,gRNA,8,Untreated,164,18,3,48.666666666666664,R6
6h_29_cleared__results_cell_3.npz,gRNA,8,Untreated,234,125,7,15.571428571428571,R6
6h_29_cleared__results_cell_4.npz,gRNA,8,Untreated,302,87,6,35.833333333333336,R6
6h_29_cleared__results_cell_5.npz,gRNA,8,Untreated,31,22,1,9,R6
6h_29_cleared__results_cell_6.npz,gRNA,8,Untreated,7,7,0,NA,R6
6h_2_cleared__results_cell_0.npz,ORFN,8,Untreated,26588,439,43,608.1162790697674,R6
6h_2_cleared__results_cell_1.npz,ORFN,8,Untreated,21050,283,32,648.96875,R6
6h_2_cleared__results_cell_10.npz,ORFN,8,Untreated,15919,478,27,571.8888888888889,R6
6h_2_cleared__results_cell_11.npz,ORFN,8,Untreated,105883,1894,209,497.555023923445,R6
6h_2_cleared__results_cell_12.npz,ORFN,8,Untreated,1108,29,1,1079,R6
6h_2_cleared__results_cell_13.npz,ORFN,8,Untreated,59698,1280,98,596.1020408163265,R6
6h_2_cleared__results_cell_14.npz,ORFN,8,Untreated,7,7,0,NA,R6
6h_2_cleared__results_cell_15.npz,ORFN,8,Untreated,26490,500,33,787.5757575757576,R6
6h_2_cleared__results_cell_16.npz,ORFN,8,Untreated,33645,837,55,596.5090909090909,R6
6h_2_cleared__results_cell_17.npz,ORFN,8,Untreated,33970,765,47,706.4893617021277,R6
6h_2_cleared__results_cell_18.npz,ORFN,8,Untreated,7925,124,7,1114.4285714285713,R6
6h_2_cleared__results_cell_19.npz,ORFN,8,Untreated,3708,18,3,1230,R6
6h_2_cleared__results_cell_2.npz,ORFN,8,Untreated,35991,398,41,868.1219512195122,R6
6h_2_cleared__results_cell_3.npz,ORFN,8,Untreated,13783,203,19,714.7368421052631,R6
6h_2_cleared__results_cell_4.npz,ORFN,8,Untreated,16094,384,19,826.8421052631579,R6
6h_2_cleared__results_cell_5.npz,ORFN,8,Untreated,34038,421,38,884.6578947368421,R6
6h_2_cleared__results_cell_6.npz,ORFN,8,Untreated,24614,420,32,756.0625,R6
6h_2_cleared__results_cell_7.npz,ORFN,8,Untreated,184710,2286,236,772.9830508474577,R6
6h_2_cleared__results_cell_8.npz,ORFN,8,Untreated,17418,318,21,814.2857142857143,R6
6h_2_cleared__results_cell_9.npz,ORFN,8,Untreated,41029,724,55,732.8181818181819,R6
6h_2_cleared__results_cell_0.npz,gRNA,8,Untreated,77,77,0,NA,R6
6h_2_cleared__results_cell_1.npz,gRNA,8,Untreated,247,32,2,107.5,R6
6h_2_cleared__results_cell_10.npz,gRNA,8,Untreated,305,96,3,69.66666666666667,R6
6h_2_cleared__results_cell_11.npz,gRNA,8,Untreated,2355,217,24,89.08333333333333,R6
6h_2_cleared__results_cell_12.npz,gRNA,8,Untreated,108,4,1,104,R6
6h_2_cleared__results_cell_13.npz,gRNA,8,Untreated,313,39,2,137,R6
6h_2_cleared__results_cell_14.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_2_cleared__results_cell_15.npz,gRNA,8,Untreated,1322,86,8,154.5,R6
6h_2_cleared__results_cell_16.npz,gRNA,8,Untreated,317,35,4,70.5,R6
6h_2_cleared__results_cell_17.npz,gRNA,8,Untreated,1557,85,11,133.8181818181818,R6
6h_2_cleared__results_cell_18.npz,gRNA,8,Untreated,6,6,0,NA,R6
6h_2_cleared__results_cell_19.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_2_cleared__results_cell_2.npz,gRNA,8,Untreated,193,21,1,172,R6
6h_2_cleared__results_cell_3.npz,gRNA,8,Untreated,12,12,0,NA,R6
6h_2_cleared__results_cell_4.npz,gRNA,8,Untreated,299,88,1,211,R6
6h_2_cleared__results_cell_5.npz,gRNA,8,Untreated,1447,156,24,53.791666666666664,R6
6h_2_cleared__results_cell_6.npz,gRNA,8,Untreated,582,217,9,40.55555555555556,R6
6h_2_cleared__results_cell_7.npz,gRNA,8,Untreated,6024,390,38,148.26315789473685,R6
6h_2_cleared__results_cell_8.npz,gRNA,8,Untreated,79,79,0,NA,R6
6h_2_cleared__results_cell_9.npz,gRNA,8,Untreated,955,165,5,158,R6
6h_30_cleared__results_cell_0.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_30_cleared__results_cell_1.npz,ORFN,8,Untreated,75,66,1,9,R6
6h_30_cleared__results_cell_2.npz,ORFN,8,Untreated,622,106,12,43,R6
6h_30_cleared__results_cell_3.npz,ORFN,8,Untreated,11,11,0,NA,R6
6h_30_cleared__results_cell_4.npz,ORFN,8,Untreated,4,4,0,NA,R6
6h_30_cleared__results_cell_5.npz,ORFN,8,Untreated,127,86,6,6.833333333333333,R6
6h_30_cleared__results_cell_6.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_30_cleared__results_cell_7.npz,ORFN,8,Untreated,357,50,6,51.166666666666664,R6
6h_30_cleared__results_cell_8.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_30_cleared__results_cell_0.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_30_cleared__results_cell_1.npz,gRNA,8,Untreated,478,132,8,43.25,R6
6h_30_cleared__results_cell_2.npz,gRNA,8,Untreated,252,57,6,32.5,R6
6h_30_cleared__results_cell_3.npz,gRNA,8,Untreated,37,37,0,NA,R6
6h_30_cleared__results_cell_4.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_30_cleared__results_cell_5.npz,gRNA,8,Untreated,698,180,14,37,R6
6h_30_cleared__results_cell_6.npz,gRNA,8,Untreated,29,2,1,27,R6
6h_30_cleared__results_cell_7.npz,gRNA,8,Untreated,137,22,2,57.5,R6
6h_30_cleared__results_cell_8.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_31_cleared__results_cell_0.npz,ORFN,8,Untreated,40,7,1,33,R6
6h_31_cleared__results_cell_1.npz,ORFN,8,Untreated,616,77,11,49,R6
6h_31_cleared__results_cell_10.npz,ORFN,8,Untreated,432,84,8,43.5,R6
6h_31_cleared__results_cell_11.npz,ORFN,8,Untreated,0,0,0,NA,R6
6h_31_cleared__results_cell_2.npz,ORFN,8,Untreated,36,31,1,5,R6
6h_31_cleared__results_cell_3.npz,ORFN,8,Untreated,50,6,1,44,R6
6h_31_cleared__results_cell_4.npz,ORFN,8,Untreated,402,103,11,27.181818181818183,R6
6h_31_cleared__results_cell_5.npz,ORFN,8,Untreated,556,59,9,55.22222222222222,R6
6h_31_cleared__results_cell_6.npz,ORFN,8,Untreated,57,22,1,35,R6
6h_31_cleared__results_cell_7.npz,ORFN,8,Untreated,2,2,0,NA,R6
6h_31_cleared__results_cell_8.npz,ORFN,8,Untreated,11,11,0,NA,R6
6h_31_cleared__results_cell_9.npz,ORFN,8,Untreated,9,9,0,NA,R6
6h_31_cleared__results_cell_0.npz,gRNA,8,Untreated,4,4,0,NA,R6
6h_31_cleared__results_cell_1.npz,gRNA,8,Untreated,383,63,11,29.09090909090909,R6
6h_31_cleared__results_cell_10.npz,gRNA,8,Untreated,214,98,4,29,R6
6h_31_cleared__results_cell_11.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_31_cleared__results_cell_2.npz,gRNA,8,Untreated,29,29,0,NA,R6
6h_31_cleared__results_cell_3.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_31_cleared__results_cell_4.npz,gRNA,8,Untreated,56,42,3,4.666666666666667,R6
6h_31_cleared__results_cell_5.npz,gRNA,8,Untreated,139,33,5,21.2,R6
6h_31_cleared__results_cell_6.npz,gRNA,8,Untreated,54,54,0,NA,R6
6h_31_cleared__results_cell_7.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_31_cleared__results_cell_8.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_31_cleared__results_cell_9.npz,gRNA,8,Untreated,5,5,0,NA,R6
6h_32_cleared__results_cell_0.npz,ORFN,8,Untreated,858,103,12,62.916666666666664,R6
6h_32_cleared__results_cell_1.npz,ORFN,8,Untreated,133,26,3,35.666666666666664,R6
6h_32_cleared__results_cell_2.npz,ORFN,8,Untreated,1153,180,20,48.65,R6
6h_32_cleared__results_cell_3.npz,ORFN,8,Untreated,100,35,3,21.666666666666668,R6
6h_32_cleared__results_cell_4.npz,ORFN,8,Untreated,5,5,0,NA,R6
6h_32_cleared__results_cell_5.npz,ORFN,8,Untreated,2,2,0,NA,R6
6h_32_cleared__results_cell_6.npz,ORFN,8,Untreated,2773,286,32,77.71875,R6
6h_32_cleared__results_cell_7.npz,ORFN,8,Untreated,45,6,1,39,R6
6h_32_cleared__results_cell_0.npz,gRNA,8,Untreated,86,39,1,47,R6
6h_32_cleared__results_cell_1.npz,gRNA,8,Untreated,128,66,2,31,R6
6h_32_cleared__results_cell_2.npz,gRNA,8,Untreated,331,93,6,39.666666666666664,R6
6h_32_cleared__results_cell_3.npz,gRNA,8,Untreated,140,84,5,11.2,R6
6h_32_cleared__results_cell_4.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_32_cleared__results_cell_5.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_32_cleared__results_cell_6.npz,gRNA,8,Untreated,869,211,18,36.55555555555556,R6
6h_32_cleared__results_cell_7.npz,gRNA,8,Untreated,3,3,0,NA,R6
6h_33_cleared__results_cell_0.npz,ORFN,8,Untreated,7316,113,11,654.8181818181819,R6
6h_33_cleared__results_cell_1.npz,ORFN,8,Untreated,3525,45,5,696,R6
6h_33_cleared__results_cell_10.npz,ORFN,8,Untreated,69729,1178,170,403.24117647058824,R6
6h_33_cleared__results_cell_11.npz,ORFN,8,Untreated,4479,143,7,619.4285714285714,R6
6h_33_cleared__results_cell_12.npz,ORFN,8,Untreated,15513,315,40,379.95,R6
6h_33_cleared__results_cell_13.npz,ORFN,8,Untreated,4355,254,5,820.2,R6
6h_33_cleared__results_cell_14.npz,ORFN,8,Untreated,92,51,1,41,R6
6h_33_cleared__results_cell_15.npz,ORFN,8,Untreated,1792,74,3,572.6666666666666,R6
6h_33_cleared__results_cell_16.npz,ORFN,8,Untreated,2299,36,4,565.75,R6
6h_33_cleared__results_cell_17.npz,ORFN,8,Untreated,807,52,1,755,R6
6h_33_cleared__results_cell_2.npz,ORFN,8,Untreated,37100,458,52,704.6538461538462,R6
6h_33_cleared__results_cell_3.npz,ORFN,8,Untreated,11198,276,16,682.625,R6
6h_33_cleared__results_cell_4.npz,ORFN,8,Untreated,26472,510,60,432.7,R6
6h_33_cleared__results_cell_5.npz,ORFN,8,Untreated,1,1,0,NA,R6
6h_33_cleared__results_cell_6.npz,ORFN,8,Untreated,3300,75,6,537.5,R6
6h_33_cleared__results_cell_7.npz,ORFN,8,Untreated,2280,52,6,371.3333333333333,R6
6h_33_cleared__results_cell_8.npz,ORFN,8,Untreated,37719,881,88,418.6136363636364,R6
6h_33_cleared__results_cell_9.npz,ORFN,8,Untreated,39655,942,73,530.3150684931506,R6
6h_33_cleared__results_cell_0.npz,gRNA,8,Untreated,844,71,7,110.42857142857143,R6
6h_33_cleared__results_cell_1.npz,gRNA,8,Untreated,71,17,2,27,R6
6h_33_cleared__results_cell_10.npz,gRNA,8,Untreated,4571,296,33,129.54545454545453,R6
6h_33_cleared__results_cell_11.npz,gRNA,8,Untreated,291,27,2,132,R6
6h_33_cleared__results_cell_12.npz,gRNA,8,Untreated,891,52,7,119.85714285714286,R6
6h_33_cleared__results_cell_13.npz,gRNA,8,Untreated,417,157,5,52,R6
6h_33_cleared__results_cell_14.npz,gRNA,8,Untreated,13,13,0,NA,R6
6h_33_cleared__results_cell_15.npz,gRNA,8,Untreated,9,9,0,NA,R6
6h_33_cleared__results_cell_16.npz,gRNA,8,Untreated,31,11,1,20,R6
6h_33_cleared__results_cell_17.npz,gRNA,8,Untreated,45,45,0,NA,R6
6h_33_cleared__results_cell_2.npz,gRNA,8,Untreated,1892,147,13,134.23076923076923,R6
6h_33_cleared__results_cell_3.npz,gRNA,8,Untreated,1728,124,13,123.38461538461539,R6
6h_33_cleared__results_cell_4.npz,gRNA,8,Untreated,1475,167,17,76.94117647058823,R6
6h_33_cleared__results_cell_5.npz,gRNA,8,Untreated,0,0,0,NA,R6
6h_33_cleared__results_cell_6.npz,gRNA,8,Untreated,28,9,1,19,R6
6h_33_cleared__results_cell_7.npz,gRNA,8,Untreated,2,2,0,NA,R6
6h_33_cleared__results_cell_8.npz,gRNA,8,Untreated,1302,158,13,88,R6
6h_33_cleared__results_cell_9.npz,gRNA,8,Untreated,4102,318,32,118.25,R6
6h_3_cleared__results_cell_0.npz,ORFN,8,Untreated,9360,105,12,771.25,R6
6h_3_cleared__results_cell_1.npz,ORFN,8,Untreated,53579,751,66,800.4242424242424,R6
6h_3_cleared__results_cell_10.npz,ORFN,8,Untreated,11853,278,16,723.4375,R6
6h_3_cleared__results_cell_11.npz,ORFN,8,Untreated,35100,572,53,651.4716981132076,R6
6h_3_cleared__results_cell_12.npz,ORFN,8,Untreated,4299,126,6,695.5,R6
6h_3_cleared__results_cell_13.npz,ORFN,8,Untreated,30,30,0,NA,R6
6h_3_cleared__results_cell_2.npz,ORFN,8,Untreated,28896,557,54,524.7962962962963,R6
6h_3_cleared__results_cell_3.npz,ORFN,8,Untreated,72351,1152,105,678.0857142857143,R6
6h_3_cleared__results_cell_4.npz,ORFN,8,Untreated,43941,706,63,686.2698412698413,R6
6h_3_cleared__results_cell_5.npz,ORFN,8,Untreated,94181,1068,121,769.5289256198347,R6
6h_3_cleared__results_cell_6.npz,ORFN,8,Untreated,29583,576,58,500.12068965517244,R6
6h_3_cleared__results_cell_7.npz,ORFN,8,Untreated,49010,604,56,864.3928571428571,R6
6h_3_cleared__results_cell_8.npz,ORFN,8,Untreated,29537,406,50,582.62,R6
6h_3_cleared__results_cell_9.npz,ORFN,8,Untreated,7206,131,9,786.1111111111111,R6
6h_3_cleared__results_cell_0.npz,gRNA,8,Untreated,9,9,0,NA,R6
6h_3_cleared__results_cell_1.npz,gRNA,8,Untreated,699,178,3,173.66666666666666,R6
6h_3_cleared__results_cell_10.npz,gRNA,8,Untreated,498,25,3,157.66666666666666,R6
6h_3_cleared__results_cell_11.npz,gRNA,8,Untreated,20,20,0,NA,R6
6h_3_cleared__results_cell_12.npz,gRNA,8,Untreated,165,6,1,159,R6
6h_3_cleared__results_cell_13.npz,gRNA,8,Untreated,1,1,0,NA,R6
6h_3_cleared__results_cell_2.npz,gRNA,8,Untreated,1249,137,6,185.33333333333334,R6
6h_3_cleared__results_cell_3.npz,gRNA,8,Untreated,3423,290,27,116.03703703703704,R6
