,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
190,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_10.npz,gRNA,B1.1.7,2,Untreated,71,38,1,33.0
191,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,7,7,0,
192,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,4,4,0,
193,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,1,1,0,
194,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
195,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,10,10,0,
196,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
197,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_7.npz,gRNA,B1.1.7,2,Untreated,46,42,1,4.0
198,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_8.npz,gRNA,B1.1.7,2,Untreated,42,32,2,5.0
199,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch4_results_cell_9.npz,gRNA,B1.1.7,2,Untreated,15,15,0,
200,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,136,124,2,6.0
201,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,81,77,1,4.0
202,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,114,99,3,5.0
203,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,62,54,2,4.0
204,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,235,204,6,5.166666666666667
205,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,162,110,11,4.7272727272727275
206,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,17,17,0,
207,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,6,6,0,
208,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
209,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
210,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,37,37,0,
211,CoV-FISH-10_Vero_2h_B117_INF_R1_00013_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,9,9,0,
212,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,1271,765,47,10.76595744680851
213,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,145,145,0,
214,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,183,123,4,15.0
215,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,288,205,10,8.3
216,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,77,67,1,10.0
217,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,181,140,4,10.25
218,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,66,54,2,6.0
219,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,339,229,19,5.7894736842105265
220,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,6,6,0,
221,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,17,17,0,
222,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,32,32,0,
223,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
224,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,17,17,0,
225,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,2,2,0,
226,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,94,85,2,4.5
227,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,180,136,7,6.285714285714286
228,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,53,44,2,4.5
229,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,41,25,3,5.333333333333333
230,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,163,134,3,9.666666666666666
231,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,106,91,3,5.0
232,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,142,110,5,6.4
233,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_7.npz,ORFN,B1.1.7,2,Untreated,28,28,0,
234,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_8.npz,ORFN,B1.1.7,2,Untreated,164,118,6,7.666666666666667
235,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_9.npz,ORFN,B1.1.7,2,Untreated,62,62,0,
236,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
237,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,10,10,0,
238,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
239,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,2,2,0,
240,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,27,27,0,
241,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,9,9,0,
242,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,13,13,0,
243,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_7.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
244,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_8.npz,gRNA,B1.1.7,2,Untreated,31,23,2,4.0
245,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch4_results_cell_9.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
246,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,457,369,14,6.285714285714286
247,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,218,194,5,4.8
248,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,240,166,3,24.666666666666668
249,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,317,276,7,5.857142857142857
250,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,36,36,0,
251,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,176,142,5,6.8
252,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,66,66,0,
253,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_7.npz,ORFN,B1.1.7,2,Untreated,254,194,8,7.5
254,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_8.npz,ORFN,B1.1.7,2,Untreated,79,70,2,4.5
255,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,40,40,0,
256,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,16,16,0,
257,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
258,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,46,40,1,6.0
259,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,6,6,0,
260,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,23,19,1,4.0
261,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
262,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_7.npz,gRNA,B1.1.7,2,Untreated,28,28,0,
263,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch4_results_cell_8.npz,gRNA,B1.1.7,2,Untreated,7,7,0,
264,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,107,95,3,4.0
265,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,267,204,8,7.875
266,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,207,164,3,14.333333333333334
267,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,293,230,13,4.846153846153846
268,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,433,326,17,6.294117647058823
269,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,161,128,5,6.6
270,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,189,149,7,5.714285714285714
271,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,6,6,0,
272,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,58,47,2,5.5
273,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,18,18,0,
274,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,29,29,0,
275,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,57,53,1,4.0
276,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,24,20,1,4.0
277,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,21,21,0,
278,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,219,182,8,4.625
279,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,32,27,1,5.0
280,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,155,121,6,5.666666666666667
281,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,96,58,4,9.5
282,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,121,112,2,4.5
283,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,40,36,1,4.0
284,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,79,79,0,
285,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,21,21,0,
286,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
287,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,14,14,0,
288,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,20,12,1,8.0
289,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
290,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
291,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
292,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,51,45,1,6.0
293,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,71,63,2,4.0
294,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,72,63,2,4.5
295,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,79,79,0,
296,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,38,38,0,
297,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,211,135,4,19.0
298,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,77,72,1,5.0
299,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch3_results_cell_7.npz,ORFN,B1.1.7,2,Untreated,61,52,2,4.5
300,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,2,2,0,
301,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
302,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,9,9,0,
303,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,3,3,0,
304,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,2,2,0,
305,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
306,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
307,CoV-FISH-10_Vero_2h_B117_INF_R1_00019_ch4_results_cell_7.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
308,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,128,96,5,6.4
309,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,134,113,3,7.0
310,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,170,108,2,31.0
311,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,128,105,5,4.6
312,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,226,176,8,6.25
313,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,188,144,5,8.8
314,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,180,140,7,5.714285714285714
315,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
316,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,14,14,0,
317,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,2,2,0,
318,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,13,13,0,
319,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,49,37,2,6.0
320,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,16,16,0,
321,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,33,25,1,8.0
322,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,19,19,0,
323,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,117,77,1,40.0
324,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,29,23,1,6.0
325,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,122,77,5,9.0
326,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,30,30,0,
327,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,57,38,3,6.333333333333333
328,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,43,38,1,5.0
329,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
330,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,23,23,0,
331,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,11,11,0,
332,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,21,21,0,
333,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,13,13,0,
334,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,14,10,1,4.0
335,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,10,10,0,
336,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,125,97,3,9.333333333333334
337,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,94,64,4,7.5
338,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,30,30,0,
339,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,34,28,1,6.0
340,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,18,18,0,
341,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,7,7,0,
342,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,452,242,3,70.0
343,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,16,16,0,
344,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,49,43,1,6.0
345,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,33,33,0,
346,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,143,102,3,13.666666666666666
347,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,14,14,0,
348,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,4,4,0,
349,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,23,23,0,
350,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,14,10,1,4.0
351,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,65,55,2,5.0
352,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,17,17,0,
353,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,39,35,1,4.0
354,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,36,29,1,7.0
355,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,27,23,1,4.0
356,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,35,30,1,5.0
357,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,26,22,1,4.0
358,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,93,62,3,10.333333333333334
359,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_7.npz,ORFN,B1.1.7,2,Untreated,66,51,1,15.0
360,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_8.npz,ORFN,B1.1.7,2,Untreated,54,36,3,6.0
361,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_9.npz,ORFN,B1.1.7,2,Untreated,8,8,0,
362,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,8,8,0,
363,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,19,14,1,5.0
364,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_2.npz,gRNA,B1.1.7,2,Untreated,9,9,0,
365,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_3.npz,gRNA,B1.1.7,2,Untreated,5,5,0,
366,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_4.npz,gRNA,B1.1.7,2,Untreated,38,25,1,13.0
367,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_5.npz,gRNA,B1.1.7,2,Untreated,4,4,0,
368,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_6.npz,gRNA,B1.1.7,2,Untreated,11,11,0,
369,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_7.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
370,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_8.npz,gRNA,B1.1.7,2,Untreated,12,12,0,
371,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch4_results_cell_9.npz,gRNA,B1.1.7,2,Untreated,1,1,0,
372,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_0.npz,ORFN,B1.1.7,2,Untreated,46,31,2,7.5
373,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_1.npz,ORFN,B1.1.7,2,Untreated,28,20,1,8.0
374,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_2.npz,ORFN,B1.1.7,2,Untreated,37,28,2,4.5
375,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_3.npz,ORFN,B1.1.7,2,Untreated,28,24,1,4.0
376,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_4.npz,ORFN,B1.1.7,2,Untreated,78,70,2,4.0
377,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_5.npz,ORFN,B1.1.7,2,Untreated,27,27,0,
378,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_6.npz,ORFN,B1.1.7,2,Untreated,302,156,2,73.0
379,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch4_results_cell_0.npz,gRNA,B1.1.7,2,Untreated,241,127,2,57.0
380,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch4_results_cell_1.npz,gRNA,B1.1.7,2,Untreated,25,20,1,5.0
