,file_name,strain,time,treatment,ch3_total_vRNAs,ch3_cytosolic_RNAs,ch3_repSites,ch3_mol_per_repSite,ch4_total_vRNAs,ch4_cytosolic_RNAs,ch4_repSites,ch4_mol_per_repSite
1666,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_2.npz,Vic,2,INF,176,105,4,17.75,36,36,0,
2062,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_2.npz,Vic,2,RDV,111,90,3,7,36,36,0,
536,CoV-FISH-10_Vero_2h_B117_INF_R3_00006_ch3_results_cell_4.npz,B117,2,INF,97,70,2,13.5,36,34,1,2
932,CoV-FISH-10_Vero_2h_B117_RDV_R2_00009_ch3_results_cell_2.npz,B117,2,RDV,81,71,1,10,36,34,1,2
1748,CoV-FISH-10_Vero_2h_Vic_INF_R3_00004_ch3_results_cell_0.npz,Vic,2,INF,65,57,1,8,36,36,0,
2131,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_3.npz,Vic,2,RDV,39,39,0,,36,36,0,
674,CoV-FISH-10_Vero_2h_B117_RDV_R1_00004_ch3_results_cell_8.npz,B117,2,RDV,793,262,17,31.23529412,35,35,0,
187,CoV-FISH-10_Vero_2h_B117_INF_R1_00012_ch3_results_cell_8.npz,B117,2,INF,407,168,10,23.9,35,32,2,1.5
1806,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00001_ch3_results_cell_0.npz,Vic,2,RDV,370,201,10,16.9,35,35,0,
1868,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00005_ch3_results_cell_4.npz,Vic,2,RDV,346,223,7,17.57142857,35,34,1,1
834,CoV-FISH-10_Vero_2h_B117_RDV_R2_00002_ch3_results_cell_2.npz,B117,2,RDV,117,75,2,21,35,28,1,7
424,CoV-FISH-10_Vero_2h_B117_INF_R2_00009_ch3_results_cell_4.npz,B117,2,INF,70,70,0,,35,35,0,
1678,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_2.npz,Vic,2,INF,42,33,1,9,35,32,2,1.5
1909,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008_ch3_results_cell_12.npz,Vic,2,RDV,447,204,5,48.6,34,25,1,9
1413,CoV-FISH-10_Vero_2h_Vic_INF_R1_00006_ch3_results_cell_5.npz,Vic,2,INF,433,211,7,31.71428571,34,31,2,1.5
477,CoV-FISH-10_Vero_2h_B117_INF_R3_00002_ch3_results_cell_3.npz,B117,2,INF,122,79,3,14.33333333,34,34,0,
2033,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_3.npz,Vic,2,RDV,117,84,3,11,34,24,1,10
2120,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00001_ch3_results_cell_0.npz,Vic,2,RDV,82,58,1,24,34,34,0,
1422,CoV-FISH-10_Vero_2h_Vic_INF_R1_00007_ch3_results_cell_2.npz,Vic,2,INF,407,191,8,27,33,33,1,0
949,CoV-FISH-10_Vero_2h_B117_RDV_R2_00010_ch3_results_cell_9.npz,B117,2,RDV,336,129,5,41.4,33,33,0,
2061,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00007_ch3_results_cell_1.npz,Vic,2,RDV,248,140,6,18,33,33,0,
1669,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_5.npz,Vic,2,INF,164,99,6,10.83333333,33,33,0,
519,CoV-FISH-10_Vero_2h_B117_INF_R3_00005_ch3_results_cell_1.npz,B117,2,INF,163,150,2,6.5,33,33,1,0
2025,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00003_ch3_results_cell_1.npz,Vic,2,RDV,155,140,3,5,33,29,1,4
1769,CoV-FISH-10_Vero_2h_Vic_INF_R3_00006_ch3_results_cell_3.npz,Vic,2,INF,150,73,4,19.25,33,33,0,
1715,CoV-FISH-10_Vero_2h_Vic_INF_R2_00010_ch3_results_cell_3.npz,Vic,2,INF,109,92,2,8.5,33,33,0,
1620,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_0.npz,Vic,2,INF,99,77,1,22,33,33,0,
1651,CoV-FISH-10_Vero_2h_Vic_INF_R2_00004_ch3_results_cell_3.npz,Vic,2,INF,93,84,1,9,33,33,0,
2161,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00005_ch3_results_cell_1.npz,Vic,2,RDV,68,53,2,7.5,33,27,1,6
1724,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_4.npz,Vic,2,INF,53,42,1,11,33,33,0,
215,CoV-FISH-10_Vero_2h_B117_INF_R1_00014_ch3_results_cell_3.npz,B117,2,INF,602,205,10,39.7,32,32,0,
1425,CoV-FISH-10_Vero_2h_Vic_INF_R1_00007_ch3_results_cell_5.npz,Vic,2,INF,541,215,7,46.57142857,32,26,1,6
1411,CoV-FISH-10_Vero_2h_Vic_INF_R1_00006_ch3_results_cell_3.npz,Vic,2,INF,424,212,7,30.28571429,32,25,1,7
16,CoV-FISH-10_Vero_2h_B117_INF_R1_00002_ch3_results_cell_4.npz,B117,2,INF,400,191,9,23.22222222,32,32,0,
743,CoV-FISH-10_Vero_2h_B117_RDV_R1_00008_ch3_results_cell_8.npz,B117,2,RDV,393,202,9,21.22222222,32,32,0,
1073,CoV-FISH-10_Vero_2h_B117_RDV_R3_00009_ch3_results_cell_3.npz,B117,2,RDV,73,63,1,10,32,32,0,
1735,CoV-FISH-10_Vero_2h_Vic_INF_R3_00002_ch3_results_cell_1.npz,Vic,2,INF,46,46,0,,32,32,0,
1955,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00010_ch3_results_cell_5.npz,Vic,2,RDV,855,371,16,30.25,31,31,1,0
667,CoV-FISH-10_Vero_2h_B117_RDV_R1_00004_ch3_results_cell_1.npz,B117,2,RDV,566,199,9,40.77777778,31,30,1,1
13,CoV-FISH-10_Vero_2h_B117_INF_R1_00002_ch3_results_cell_1.npz,B117,2,INF,419,216,7,29,31,31,0,
1548,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_0.npz,Vic,2,INF,320,161,6,26.5,31,28,1,3
2074,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00008_ch3_results_cell_2.npz,Vic,2,RDV,139,65,3,24.66666667,31,31,0,
2093,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_5.npz,Vic,2,RDV,114,79,3,11.66666667,31,31,1,0
388,CoV-FISH-10_Vero_2h_B117_INF_R2_00006_ch3_results_cell_2.npz,B117,2,INF,97,75,4,5.5,31,29,1,2
2177,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00006_ch3_results_cell_3.npz,Vic,2,RDV,82,67,1,15,31,31,0,
1694,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_4.npz,Vic,2,INF,75,62,1,13,31,31,0,
1750,CoV-FISH-10_Vero_2h_Vic_INF_R3_00004_ch3_results_cell_2.npz,Vic,2,INF,50,43,1,7,31,31,0,
1680,CoV-FISH-10_Vero_2h_Vic_INF_R2_00007_ch3_results_cell_4.npz,Vic,2,INF,199,76,6,20.5,30,30,0,
611,CoV-FISH-10_Vero_2h_B117_INF_R3_00011_ch3_results_cell_3.npz,B117,2,INF,127,78,2,24.5,30,30,0,
1624,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_4.npz,Vic,2,INF,91,78,2,6.5,30,30,0,
1701,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_1.npz,Vic,2,INF,51,35,1,16,30,30,0,
1466,CoV-FISH-10_Vero_2h_Vic_INF_R1_00010_ch3_results_cell_6.npz,Vic,2,INF,520,217,7,43.28571429,29,29,0,
267,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_3.npz,B117,2,INF,512,230,13,21.69230769,29,29,0,
79,CoV-FISH-10_Vero_2h_B117_INF_R1_00006_ch3_results_cell_3.npz,B117,2,INF,405,151,7,36.28571429,29,29,1,0
1319,CoV-FISH-10_Vero_2h_Vic_INF_R1_00001_ch3_results_cell_5.npz,Vic,2,INF,387,108,6,46.5,29,19,2,5
1412,CoV-FISH-10_Vero_2h_Vic_INF_R1_00006_ch3_results_cell_4.npz,Vic,2,INF,313,203,4,27.5,29,29,0,
672,CoV-FISH-10_Vero_2h_B117_RDV_R1_00004_ch3_results_cell_6.npz,B117,2,RDV,190,119,1,71,29,29,0,
1642,CoV-FISH-10_Vero_2h_Vic_INF_R2_00003_ch3_results_cell_2.npz,Vic,2,INF,90,58,2,16,29,29,0,
2129,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00002_ch3_results_cell_1.npz,Vic,2,RDV,78,78,0,,29,29,0,
1788,CoV-FISH-10_Vero_2h_Vic_INF_R3_00009_ch3_results_cell_0.npz,Vic,2,INF,71,70,1,1,29,29,0,
2166,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00005_ch3_results_cell_6.npz,Vic,2,RDV,48,48,0,,29,29,0,
374,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_2.npz,B117,2,INF,45,28,2,8.5,29,26,1,3
356,CoV-FISH-10_Vero_2h_B117_INF_R2_00004_ch3_results_cell_4.npz,B117,2,INF,34,30,1,4,29,25,1,4
1838,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00003_ch3_results_cell_4.npz,Vic,2,RDV,512,167,7,49.28571429,28,26,1,2
234,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_8.npz,B117,2,INF,353,118,6,39.16666667,28,23,2,2.5
253,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_7.npz,B117,2,INF,327,194,8,16.625,28,28,0,
613,CoV-FISH-10_Vero_2h_B117_INF_R3_00011_ch3_results_cell_5.npz,B117,2,INF,213,99,5,22.8,28,28,0,
336,CoV-FISH-10_Vero_2h_B117_INF_R2_00002_ch3_results_cell_0.npz,B117,2,INF,145,97,3,16,28,28,1,0
2107,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00010_ch3_results_cell_3.npz,Vic,2,RDV,131,87,2,22,28,28,0,
1632,CoV-FISH-10_Vero_2h_Vic_INF_R2_00002_ch3_results_cell_0.npz,Vic,2,INF,122,83,2,19.5,28,28,0,
523,CoV-FISH-10_Vero_2h_B117_INF_R3_00005_ch3_results_cell_5.npz,B117,2,INF,86,68,2,9,28,26,1,2
1262,CoV-FISH-10_Vero_2h_MOCK_R3_00002_ch3_results_cell_0.npz,None,2,MOCK,55,40,3,5,28,23,2,2.5
1783,CoV-FISH-10_Vero_2h_Vic_INF_R3_00008_ch3_results_cell_1.npz,Vic,2,INF,21,21,0,,28,18,1,10
1822,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00002_ch3_results_cell_0.npz,Vic,2,RDV,839,313,7,75.14285714,27,27,0,
1460,CoV-FISH-10_Vero_2h_Vic_INF_R1_00010_ch3_results_cell_0.npz,Vic,2,INF,647,170,7,68.14285714,27,27,0,
230,CoV-FISH-10_Vero_2h_B117_INF_R1_00015_ch3_results_cell_4.npz,B117,2,INF,217,134,3,27.66666667,27,27,0,
912,CoV-FISH-10_Vero_2h_B117_RDV_R2_00007_ch3_results_cell_2.npz,B117,2,RDV,173,65,2,54,27,27,0,
896,CoV-FISH-10_Vero_2h_B117_RDV_R2_00006_ch3_results_cell_8.npz,B117,2,RDV,122,62,1,60,27,27,0,
943,CoV-FISH-10_Vero_2h_B117_RDV_R2_00010_ch3_results_cell_3.npz,B117,2,RDV,80,59,1,21,27,27,0,
373,CoV-FISH-10_Vero_2h_B117_INF_R2_00005_ch3_results_cell_1.npz,B117,2,INF,26,20,1,6,27,20,1,7
1336,CoV-FISH-10_Vero_2h_Vic_INF_R1_00002_ch3_results_cell_4.npz,Vic,2,INF,524,197,8,40.875,26,21,1,5
1339,CoV-FISH-10_Vero_2h_Vic_INF_R1_00002_ch3_results_cell_7.npz,Vic,2,INF,500,192,8,38.5,26,25,1,1
49,CoV-FISH-10_Vero_2h_B117_INF_R1_00004_ch3_results_cell_7.npz,B117,2,INF,328,171,6,26.16666667,26,26,1,0
894,CoV-FISH-10_Vero_2h_B117_RDV_R2_00006_ch3_results_cell_6.npz,B117,2,RDV,246,110,4,34,26,26,0,
423,CoV-FISH-10_Vero_2h_B117_INF_R2_00009_ch3_results_cell_3.npz,B117,2,INF,168,78,4,22.5,26,26,0,
945,CoV-FISH-10_Vero_2h_B117_RDV_R2_00010_ch3_results_cell_5.npz,B117,2,RDV,119,85,1,34,26,26,0,
1054,CoV-FISH-10_Vero_2h_B117_RDV_R3_00008_ch3_results_cell_4.npz,B117,2,RDV,66,61,1,5,26,26,0,
507,CoV-FISH-10_Vero_2h_B117_INF_R3_00004_ch3_results_cell_3.npz,B117,2,INF,65,46,3,6.333333333,26,25,1,1
2188,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00007_ch3_results_cell_0.npz,Vic,2,RDV,62,54,1,8,26,26,0,
538,CoV-FISH-10_Vero_2h_B117_INF_R3_00006_ch3_results_cell_6.npz,B117,2,INF,60,60,0,,26,26,0,
1799,CoV-FISH-10_Vero_2h_Vic_INF_R3_00010_ch3_results_cell_5.npz,Vic,2,INF,57,49,2,4,26,26,0,
2189,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00007_ch3_results_cell_1.npz,Vic,2,RDV,41,41,0,,26,26,0,
1480,CoV-FISH-10_Vero_2h_Vic_INF_R1_00011_ch3_results_cell_4.npz,Vic,2,INF,502,193,10,30.9,25,25,0,
314,CoV-FISH-10_Vero_2h_B117_INF_R1_00020_ch3_results_cell_6.npz,B117,2,INF,339,140,7,28.42857143,25,25,1,0
879,CoV-FISH-10_Vero_2h_B117_RDV_R2_00005_ch3_results_cell_3.npz,B117,2,RDV,333,102,6,38.5,25,25,0,
888,CoV-FISH-10_Vero_2h_B117_RDV_R2_00006_ch3_results_cell_11.npz,B117,2,RDV,280,98,4,45.5,25,25,0,
858,CoV-FISH-10_Vero_2h_B117_RDV_R2_00004_ch3_results_cell_0.npz,B117,2,RDV,197,98,2,49.5,25,25,0,
1373,CoV-FISH-10_Vero_2h_Vic_INF_R1_00004_ch3_results_cell_5.npz,Vic,2,INF,189,115,2,37,25,25,0,
758,CoV-FISH-10_Vero_2h_B117_RDV_R1_00009_ch3_results_cell_2.npz,B117,2,RDV,167,133,2,17,25,25,0,
534,CoV-FISH-10_Vero_2h_B117_INF_R3_00006_ch3_results_cell_2.npz,B117,2,INF,113,96,1,17,25,25,0,
422,CoV-FISH-10_Vero_2h_B117_INF_R2_00009_ch3_results_cell_2.npz,B117,2,INF,103,66,3,12.33333333,25,23,1,2
504,CoV-FISH-10_Vero_2h_B117_INF_R3_00004_ch3_results_cell_0.npz,B117,2,INF,96,88,1,8,25,25,0,
438,CoV-FISH-10_Vero_2h_B117_INF_R2_00010_ch3_results_cell_2.npz,B117,2,INF,83,47,1,36,25,25,0,
413,CoV-FISH-10_Vero_2h_B117_INF_R2_00008_ch3_results_cell_3.npz,B117,2,INF,79,69,1,10,25,25,0,
1740,CoV-FISH-10_Vero_2h_Vic_INF_R3_00003_ch3_results_cell_0.npz,Vic,2,INF,78,54,1,24,25,25,0,
1725,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_5.npz,Vic,2,INF,55,45,1,10,25,25,0,
2014,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00002_ch3_results_cell_4.npz,Vic,2,RDV,24,23,1,1,25,23,1,2
1603,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_1.npz,Vic,2,INF,458,183,8,34.375,24,24,0,
1386,CoV-FISH-10_Vero_2h_Vic_INF_R1_00005_ch3_results_cell_11.npz,Vic,2,INF,446,211,7,33.57142857,24,24,0,
1539,CoV-FISH-10_Vero_2h_Vic_INF_R1_00015_ch3_results_cell_5.npz,Vic,2,INF,382,205,9,19.66666667,24,24,0,
65,CoV-FISH-10_Vero_2h_B117_INF_R1_00005_ch3_results_cell_5.npz,B117,2,INF,150,113,2,18.5,24,24,0,
495,CoV-FISH-10_Vero_2h_B117_INF_R3_00003_ch3_results_cell_7.npz,B117,2,INF,103,77,2,13,24,24,0,
554,CoV-FISH-10_Vero_2h_B117_INF_R3_00007_ch3_results_cell_6.npz,B117,2,INF,88,56,3,10.66666667,24,24,1,0
1692,CoV-FISH-10_Vero_2h_Vic_INF_R2_00008_ch3_results_cell_2.npz,Vic,2,INF,75,50,2,12.5,24,24,0,
1500,CoV-FISH-10_Vero_2h_Vic_INF_R1_00012_ch3_results_cell_8.npz,Vic,2,INF,394,154,7,34.28571429,23,23,0,
1834,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00003_ch3_results_cell_0.npz,Vic,2,RDV,301,163,3,46,23,23,0,
46,CoV-FISH-10_Vero_2h_B117_INF_R1_00004_ch3_results_cell_4.npz,B117,2,INF,227,168,3,19.66666667,23,22,1,1
1389,CoV-FISH-10_Vero_2h_Vic_INF_R1_00005_ch3_results_cell_3.npz,Vic,2,INF,194,141,4,13.25,23,23,0,
1907,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008_ch3_results_cell_10.npz,Vic,2,RDV,177,90,3,29,23,21,1,2
1556,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_8.npz,Vic,2,INF,151,58,2,46.5,23,18,1,5
323,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_1.npz,B117,2,INF,99,77,1,22,23,23,0,
1667,CoV-FISH-10_Vero_2h_Vic_INF_R2_00006_ch3_results_cell_3.npz,Vic,2,INF,81,64,2,8.5,23,23,0,
1797,CoV-FISH-10_Vero_2h_Vic_INF_R3_00010_ch3_results_cell_3.npz,Vic,2,INF,78,40,2,19,23,20,1,3
405,CoV-FISH-10_Vero_2h_B117_INF_R2_00007_ch3_results_cell_3.npz,B117,2,INF,70,70,0,,23,23,0,
488,CoV-FISH-10_Vero_2h_B117_INF_R3_00003_ch3_results_cell_0.npz,B117,2,INF,67,54,2,6.5,23,23,0,
344,CoV-FISH-10_Vero_2h_B117_INF_R2_00003_ch3_results_cell_2.npz,B117,2,INF,63,43,1,20,23,23,0,
492,CoV-FISH-10_Vero_2h_B117_INF_R3_00003_ch3_results_cell_4.npz,B117,2,INF,43,39,1,4,23,23,0,
2001,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00001_ch3_results_cell_3.npz,Vic,2,RDV,36,35,1,1,23,21,1,2
2031,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00004_ch3_results_cell_1.npz,Vic,2,RDV,21,21,0,,23,17,2,3
1971,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00011_ch3_results_cell_9.npz,Vic,2,RDV,784,249,8,66.875,22,22,0,
1795,CoV-FISH-10_Vero_2h_Vic_INF_R3_00010_ch3_results_cell_1.npz,Vic,2,INF,438,335,7,14.71428571,22,22,0,
269,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_5.npz,B117,2,INF,374,128,5,49.2,22,20,1,2
1605,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_3.npz,Vic,2,INF,319,139,4,45,22,17,1,5
18,CoV-FISH-10_Vero_2h_B117_INF_R1_00002_ch3_results_cell_6.npz,B117,2,INF,303,166,4,34.25,22,22,0,
948,CoV-FISH-10_Vero_2h_B117_RDV_R2_00010_ch3_results_cell_8.npz,B117,2,RDV,243,127,4,29,22,22,0,
1595,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_3.npz,Vic,2,INF,165,142,2,11.5,22,22,0,
1658,CoV-FISH-10_Vero_2h_Vic_INF_R2_00005_ch3_results_cell_0.npz,Vic,2,INF,128,65,4,15.75,22,22,0,
1621,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_1.npz,Vic,2,INF,66,66,0,,22,22,0,
584,CoV-FISH-10_Vero_2h_B117_INF_R3_00009_ch3_results_cell_2.npz,B117,2,INF,51,42,1,9,22,18,1,4
2180,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00006_ch3_results_cell_6.npz,Vic,2,RDV,39,39,0,,22,22,0,
1572,CoV-FISH-10_Vero_2h_Vic_INF_R1_00017_ch3_results_cell_4.npz,Vic,2,INF,462,154,10,30.8,21,21,0,
1609,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_7.npz,Vic,2,INF,433,207,7,32.28571429,21,21,0,
270,CoV-FISH-10_Vero_2h_B117_INF_R1_00017_ch3_results_cell_6.npz,B117,2,INF,418,149,7,38.42857143,21,21,0,
278,CoV-FISH-10_Vero_2h_B117_INF_R1_00018_ch3_results_cell_0.npz,B117,2,INF,373,182,8,23.875,21,21,0,
1482,CoV-FISH-10_Vero_2h_Vic_INF_R1_00011_ch3_results_cell_6.npz,Vic,2,INF,370,154,5,43.2,21,19,1,2
251,CoV-FISH-10_Vero_2h_B117_INF_R1_00016_ch3_results_cell_5.npz,B117,2,INF,316,142,5,34.8,21,19,1,2
1550,CoV-FISH-10_Vero_2h_Vic_INF_R1_00016_ch3_results_cell_2.npz,Vic,2,INF,310,153,6,26.16666667,21,17,1,4
1607,CoV-FISH-10_Vero_2h_Vic_INF_R1_00020_ch3_results_cell_5.npz,Vic,2,INF,292,165,4,31.75,21,21,0,
807,CoV-FISH-10_Vero_2h_B117_RDV_R1_00012_ch3_results_cell_6.npz,B117,2,RDV,286,176,6,18.33333333,21,21,0,
1478,CoV-FISH-10_Vero_2h_Vic_INF_R1_00011_ch3_results_cell_2.npz,Vic,2,INF,220,169,4,12.75,21,21,0,
34,CoV-FISH-10_Vero_2h_B117_INF_R1_00003_ch3_results_cell_6.npz,B117,2,INF,187,129,5,11.6,21,21,1,0
809,CoV-FISH-10_Vero_2h_B117_RDV_R1_00012_ch3_results_cell_8.npz,B117,2,RDV,176,151,2,12.5,21,21,1,0
325,CoV-FISH-10_Vero_2h_B117_INF_R2_00001_ch3_results_cell_3.npz,B117,2,INF,136,77,5,11.8,21,21,0,
1700,CoV-FISH-10_Vero_2h_Vic_INF_R2_00009_ch3_results_cell_0.npz,Vic,2,INF,130,57,4,18.25,21,21,0,
589,CoV-FISH-10_Vero_2h_B117_INF_R3_00009_ch3_results_cell_7.npz,B117,2,INF,91,67,1,24,21,21,0,
475,CoV-FISH-10_Vero_2h_B117_INF_R3_00002_ch3_results_cell_1.npz,B117,2,INF,55,44,2,5.5,21,21,0,
648,CoV-FISH-10_Vero_2h_B117_RDV_R1_00003_ch3_results_cell_0.npz,B117,2,RDV,345,292,4,13.25,20,20,0,
1513,CoV-FISH-10_Vero_2h_Vic_INF_R1_00013_ch3_results_cell_3.npz,Vic,2,INF,333,140,7,27.57142857,20,20,0,
1525,CoV-FISH-10_Vero_2h_Vic_INF_R1_00014_ch3_results_cell_1.npz,Vic,2,INF,314,143,4,42.75,20,20,0,
1385,CoV-FISH-10_Vero_2h_Vic_INF_R1_00005_ch3_results_cell_10.npz,Vic,2,INF,302,176,8,15.75,20,19,1,1
1436,CoV-FISH-10_Vero_2h_Vic_INF_R1_00008_ch3_results_cell_2.npz,Vic,2,INF,293,183,5,22,20,20,0,
1910,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008_ch3_results_cell_1.npz,Vic,2,RDV,281,112,3,56.33333333,20,12,1,8
33,CoV-FISH-10_Vero_2h_B117_INF_R1_00003_ch3_results_cell_5.npz,B117,2,INF,261,169,7,13.14285714,20,19,1,1
1906,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00008_ch3_results_cell_0.npz,Vic,2,RDV,260,81,3,59.66666667,20,13,1,7
1584,CoV-FISH-10_Vero_2h_Vic_INF_R1_00018_ch3_results_cell_6.npz,Vic,2,INF,251,146,3,35,20,20,0,
837,CoV-FISH-10_Vero_2h_B117_RDV_R2_00002_ch3_results_cell_5.npz,B117,2,RDV,157,76,2,40.5,20,20,0,
702,CoV-FISH-10_Vero_2h_B117_RDV_R1_00006_ch3_results_cell_6.npz,B117,2,RDV,129,76,1,53,20,14,1,6
2095,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00009_ch3_results_cell_7.npz,Vic,2,RDV,112,62,4,12.5,20,20,0,
913,CoV-FISH-10_Vero_2h_B117_RDV_R2_00007_ch3_results_cell_3.npz,B117,2,RDV,105,52,1,53,20,20,0,
1721,CoV-FISH-10_Vero_2h_Vic_INF_R3_00001_ch3_results_cell_1.npz,Vic,2,INF,97,84,2,6.5,20,19,1,1
420,CoV-FISH-10_Vero_2h_B117_INF_R2_00009_ch3_results_cell_0.npz,B117,2,INF,94,68,1,26,20,20,0,
480,CoV-FISH-10_Vero_2h_B117_INF_R3_00002_ch3_results_cell_6.npz,B117,2,INF,58,41,1,17,20,20,0,
462,CoV-FISH-10_Vero_2h_B117_INF_R3_00001_ch3_results_cell_6.npz,B117,2,INF,36,22,1,14,20,17,1,3
1301,CoV-FISH-10_Vero_2h_MOCK_R3_00005_ch3_results_cell_3.npz,None,2,MOCK,3,3,0,,20,17,1,3
1481,CoV-FISH-10_Vero_2h_Vic_INF_R1_00011_ch3_results_cell_5.npz,Vic,2,INF,625,254,11,33.72727273,19,15,1,4
1337,CoV-FISH-10_Vero_2h_Vic_INF_R1_00002_ch3_results_cell_5.npz,Vic,2,INF,574,211,11,33,19,19,0,
1449,CoV-FISH-10_Vero_2h_Vic_INF_R1_00009_ch3_results_cell_7.npz,Vic,2,INF,439,182,7,36.71428571,19,19,0,
1840,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00003_ch3_results_cell_6.npz,Vic,2,RDV,401,149,8,31.5,19,19,0,
1594,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_2.npz,Vic,2,INF,315,178,6,22.83333333,19,19,0,
1596,CoV-FISH-10_Vero_2h_Vic_INF_R1_00019_ch3_results_cell_4.npz,Vic,2,INF,312,177,6,22.5,19,19,0,
117,CoV-FISH-10_Vero_2h_B117_INF_R1_00008_ch3_results_cell_1.npz,B117,2,INF,221,131,3,30,19,19,0,
792,CoV-FISH-10_Vero_2h_B117_RDV_R1_00011_ch3_results_cell_6.npz,B117,2,RDV,211,124,4,21.75,19,19,0,
1937,CoV-FISH-10_Vero_2h_Vic_RDV_R1_00009_ch3_results_cell_5.npz,Vic,2,RDV,142,61,3,27,19,19,1,0
940,CoV-FISH-10_Vero_2h_B117_RDV_R2_00010_ch3_results_cell_0.npz,B117,2,RDV,126,62,1,64,19,19,0,
490,CoV-FISH-10_Vero_2h_B117_INF_R3_00003_ch3_results_cell_2.npz,B117,2,INF,84,80,2,2,19,19,0,
1622,CoV-FISH-10_Vero_2h_Vic_INF_R2_00001_ch3_results_cell_2.npz,Vic,2,INF,84,47,2,18.5,19,19,0,
2045,CoV-FISH-10_Vero_2h_Vic_RDV_R2_00005_ch3_results_cell_7.npz,Vic,2,RDV,79,61,1,18,19,19,0,
390,CoV-FISH-10_Vero_2h_B117_INF_R2_00006_ch3_results_cell_4.npz,B117,2,INF,69,64,1,5,19,19,0,
1760,CoV-FISH-10_Vero_2h_Vic_INF_R3_00005_ch3_results_cell_2.npz,Vic,2,INF,58,37,1,21,19,19,0,
570,CoV-FISH-10_Vero_2h_B117_INF_R3_00008_ch3_results_cell_2.npz,B117,2,INF,56,45,1,11,19,19,0,
1088,CoV-FISH-10_Vero_2h_B117_RDV_R3_00010_ch3_results_cell_4.npz,B117,2,RDV,53,42,1,11,19,19,0,
2174,CoV-FISH-10_Vero_2h_Vic_RDV_R3_00006_ch3_results_cell_0.npz,Vic,2,RDV,47,37,1,10,19,19,0,
